text,style,space_before,space_after,col_id,row_id,cell_width,cell_height,cell_id
　　　　　　　　　　　　　　　　　　　　　　　　　　　　　議案編號：202110027820000,內文,0.0,8.350000381469727,,,,,
立法院議案關係文書　,內文,0.0,0.0,,,,,
,內文,0.0,0.0,,,,,
"院總第20號
",院總號/內文,0.0,0.0,1,1,1,1,0
"委員
",提案號/內文,0.0,0.0,2,1,1,1,0
"提案第
",提案號/內文,0.0,0.0,3,1,1,1,0
"11002782
",提案號/內文,0.0,0.0,4,1,1,1,0
"號
",提案號/內文,0.0,0.0,5,1,1,1,0
"
",提案號/內文,0.0,0.0,6,1,1,1,0
"
",提案號/內文,0.0,0.0,7,1,1,1,0
"
",內文,0.0,0.0,2,1,1,1,0
,案由(議)/內文,0.0,0.0,,,,,
案由：本院委員翁曉玲等17人，有鑑於司法院大法官釋字第五八五號解釋揭示：「立法院為有效行使憲法所賦予之立法職權，本其固有之權能自得享有一定之調查權，主動獲取行使職權所需之相關資訊，俾能充分思辯，審慎決定，以善盡民意機關之職責，發揮權力分立與制衡之機能。」即國會調查權乃完成立法功能基本且適當之輔助性權力，而文件調閱與聽證程序皆為調查權行使之重要方式，意在確保所需資訊真實性、完整性與充足性，此為民主國家國會應有之功能。為健全立法院調查權及聽證程序之行使，強化立法院權力分立與制衡之憲政職權，爰擬具「立法院職權行使法部分條文修正草案」。是否有當？敬請公決。,案由(議)/內文,0.0,0.0,,,,,
,案由(議)/內文,0.0,0.0,,,,,
,內文,0.0,0.0,,,,,
提案人：翁曉玲　　,提案連署人-議程/內文,0.0,0.0,,,,,
連署人：黃　仁　　傅崐萁　　黃健豪　　陳雪生　　謝龍介　　牛煦庭　　林沛祥　　王鴻薇　　陳菁徽　　張智倫　　羅智強　　賴士葆　　林思銘　　徐巧芯　　羅廷瑋　　許宇甄　　,提案連署人-議程/內文,0.0,0.0,,,,,
,審查報告(標題)/內文,0.0,8.350000381469727,,,,,
立法院職權行使法部分條文修正草案說明,審查報告(標題)/內文,0.0,8.350000381469727,,,,,
