text,style,space_before,space_after,col_id,row_id,cell_width,cell_height,cell_id
　　　　　　　　　　　　　　　　　　　　　　　　　　　　　議案編號：202110016880000,內文,0.0,8.350000381469727,,,,,
立法院議案關係文書　,內文,0.0,0.0,,,,,
,內文,0.0,0.0,,,,,
"院總第20號
",院總號/內文,0.0,0.0,1,1,1,1,0
"委員
",提案號/內文,0.0,0.0,2,1,1,1,0
"提案第
",提案號/內文,0.0,0.0,3,1,1,1,0
"11001688
",提案號/內文,0.0,0.0,4,1,1,1,0
"號
",提案號/內文,0.0,0.0,5,1,1,1,0
"
",提案號/內文,0.0,0.0,6,1,1,1,0
"
",提案號/內文,0.0,0.0,7,1,1,1,0
"
",內文,0.0,0.0,2,1,1,1,0
,案由(議)/內文,0.0,0.0,,,,,
案由：本院委員吳宗憲等16人，有鑑於憲法增修條文第四條第三項：「立法院於每年集會時，得聽取總統國情報告。」總統應受國會與全民之監督，總統向立法院提出國情報告，說明其對國家情勢之分析、傳達國家未來發展方向，不僅彰顯總統向國會負責之精神，更是向全民傳達施政理念之重要交流管道，且藉由國情報告，可以更清楚傳達政府施政理念，勾勒國家未來施政藍圖，應有助於化解民眾疑慮，凝聚國家向心力。然我國在修憲後將國情報告由國民大會轉至立法院後，迄今尚未有總統進行報告。為強化立法委員及民意與總統溝通之機制，建立「權責相符」之政府體制，爰擬具「立法院職權行使法第十五條之一、第十五條之二及第十五條之四條文修正草案」，明訂總統提出國家大政方針之報告及進行國情報告職權。是否有當？敬請公決。,案由(議)/內文,0.0,0.0,,,,,
,案由(議)/內文,0.0,0.0,,,,,
,內文,0.0,0.0,,,,,
提案人：吳宗憲　　,提案連署人-議程/內文,0.0,0.0,,,,,
連署人：馬文君　　翁曉玲　　鄭正鈐　　蘇清泉　　賴士葆　　牛煦庭　　黃健豪　　黃建賓　　邱若華　　林德福　　鄭天財Sra Kacaw　　　羅智強　　林思銘　　魯明哲　　洪孟楷　　,提案連署人-議程/內文,0.0,0.0,,,,,
,內文,0.0,0.0,,,,,
,內文,0.0,0.0,,,,,
"
立法院職權行使法第十五條之一、第十五條之二及第十五條之四條文修正草案對照表
",內文,5.25,5.25,1,1,3,1,1
"
",內文,0.0,0.0,,,,,
"修正條文
",表格第一列(文字分散)/內文,0.0,0.0,1,2,1,1,1
"現行條文
",表格第一列(文字分散)/內文,0.0,0.0,2,2,1,1,1
"說明
",表格第一列(文字分散)/內文,0.0,0.0,3,2,1,1,1
"
",內文,0.0,0.0,2,2,1,1,1
第十五條之一　依中華民國憲法增修條文第四條第三項規定，立法院得於每年集會時，聽取總統國情報告。,內文,0.0,0.0,1,3,1,1,1
總統應於每年二月一日以前，將國情報告書送交立法院，並咨請立法院同意後，於三月一日以前，至立法院進行國情報告。,內文,0.0,0.0,1,3,1,1,1
"新就任總統應於就職兩週內，向立法院提出國情報告書，並咨請立法院同意後，於一個月內至立法院進行國情報告。
",內文,0.0,0.0,1,3,1,1,1
"第十五條之一　依中華民國憲法增修條文第四條第三項規定，立法院得於每年集會時，聽取總統國情報告。
",內文,0.0,0.0,2,3,1,1,1
一、新增第二項、第三項。,內文,0.0,0.0,3,3,1,1,1
二、總統應受國會與全民之監督，總統向立法院提出國情報告，說明其對國家情勢之分析、傳達國家未來發展方向，不僅彰顯總統向國會負責之精神，更是向全民傳達施政理念之重要交流管道，勾勒國家未來施政藍圖，凝聚國家向心力；惟國情報告先前僅出現於國民大會，經修憲後移往立法院，迄今尚未有總統立法院進行之，為讓運作順利，強化立法委員及民意與總統溝通之機制，建立「權責相符」之政府體制，故明訂新就任總統之職權責任，並應後續都應提出國家大政方針，並咨請立法院同意進行國情報告。,內文,0.0,0.0,3,3,1,1,1
三、第二項。為提升立法權對行政權有效監督，特訂定總統應於每年二月一日以前，提出國情報告書送交立法院，並於三月一日前赴立法院進行國情報告。,內文,0.0,0.0,3,3,1,1,1
"四、第三項。訂定新任總統就職兩週內，應向立法院送交國情報告書，並於就職一個月內赴立法院進行國情報告。
",內文,0.0,0.0,3,3,1,1,1
"
",內文,0.0,0.0,2,3,1,1,1
第十五條之二　立法院得經全體立法委員四分之一以上提議，院會決議後，由程序委員會排定議程，就國家安全大政方針和重要政策議題，聽取總統國情報告。,內文,0.0,0.0,1,4,1,1,1
"總統就其職權相關之國家大政方針和重要政策議題，得咨請立法院同意後，至立法院進行國情報告。
",內文,0.0,0.0,1,4,1,1,1
第十五條之二　立法院得經全體立法委員四分之一以上提議，院會決議後，由程序委員會排定議程，就國家安全大政方針，聽取總統國情報告。,內文,0.0,0.0,2,4,1,1,1
"總統就其職權相關之國家大政方針，得咨請立法院同意後，至立法院進行國情報告。
",內文,0.0,0.0,2,4,1,1,1
一、修正第一項、第二項。,內文,0.0,0.0,3,4,1,1,1
二、第一項。總統除依前條規定至立法院進行國情報告外，如遇有涉及國家安全大政方針和重要政策議題，立法院得決議咨請總統至立法院進行國情報告，藉由國情報告，有助於化解民眾疑慮。,內文,0.0,0.0,3,4,1,1,1
"三、第二項。總統如遇有涉及國家安全大政方針和重要政策議題，亦得咨請立法院同意後，至立法院進行國情報告。
",內文,0.0,0.0,3,4,1,1,1
"
",內文,0.0,0.0,2,4,1,1,1
第十五條之四　立法委員於總統國情報告完畢後，得就報告不明瞭處，提出口頭質詢或書面問題。,內文,0.0,0.0,1,5,1,1,1
立法委員進行前項口頭質詢時，經總統同意時，得即時答復，或得綜合再做補充報告；總統對於未及答復部分，於二十日內以書面報告。但事項牽涉過廣者，得延長五日。,內文,0.0,0.0,1,5,1,1,1
立法委員就第一項之發言時間、人數、順序、政黨比例等事項，由黨團協商決定。,內文,0.0,0.0,1,5,1,1,1
"立法委員提出第一項書面問題時，總統於二十日內以書面回復。
",內文,0.0,0.0,1,5,1,1,1
第十五條之四　立法委員於總統國情報告完畢後，得就報告不明瞭處，提出問題；其發言時間、人數、順序、政黨比例等事項，由黨團協商決定。,內文,0.0,0.0,2,5,1,1,1
"就前項委員發言，經總統同意時，得綜合再做補充報告。
",內文,0.0,0.0,2,5,1,1,1
一、修正第一項並增列第二項、第三項、第四項。,內文,0.0,0.0,3,5,1,1,1
二、第一項。總統至立法院進行國情報告乃總統落實向人民負責之重要方式之一，總統國情報告完畢後，接受立法委員提供國是建言，程序得以口頭或書面之方式。,內文,0.0,0.0,3,5,1,1,1
三、第二項。總統透過答復立法委員之國是建言，乃對國會議員與民眾溝通之機制，有助於全民瞭解其施政方針與理念；惟在我國憲政制度下，總統並不直接對立法院負責，爰參照本條第二項於97年5月9日增訂理由所載「為兼顧憲政精神，引入總統自行同意（非憲法義務）之設計」，故明定由總統自行採擇即時答復或綜合答復之方式。且未及答復部分，參照本法第二十二條，明定回復之期間。,內文,0.0,0.0,3,5,1,1,1
四、第三項。將原第一項部分文字移列第三項。,內文,0.0,0.0,3,5,1,1,1
"五、第四項。明定總統書面回復之期間。
",內文,0.0,0.0,3,5,1,1,1
"
",內文,0.0,0.0,2,5,1,1,1
,內文,0.0,0.0,,,,,
"
",內文,0.0,0.0,,,,,
