text,style,space_before,space_after,col_id,row_id,cell_width,cell_height,cell_id
　　　　　　　　　　　　　　　　　　　　　　　　　　　　　議案編號：202110017000000,內文,0.0,8.350000381469727,,,,,
立法院議案關係文書　,內文,0.0,0.0,,,,,
,內文,0.0,0.0,,,,,
"院總第20號
",院總號/內文,0.0,0.0,1,1,1,1,0
"委員
",提案號/內文,0.0,0.0,2,1,1,1,0
"提案第
",提案號/內文,0.0,0.0,3,1,1,1,0
"11001700
",提案號/內文,0.0,0.0,4,1,1,1,0
"號
",提案號/內文,0.0,0.0,5,1,1,1,0
"
",提案號/內文,0.0,0.0,6,1,1,1,0
"
",提案號/內文,0.0,0.0,7,1,1,1,0
"
",內文,0.0,0.0,2,1,1,1,0
,案由(議)/內文,0.0,0.0,,,,,
案由：本院委員吳宗憲、賴士葆等18人，有鑑於於憲法增修條文第三條第二項第一款明定行政院有向立法院提出施政方針及施政報告之責，然近來屢有官員於國會備詢除避重就輕、實問虛答規避監督，甚至反質詢等情事，實屬嚴重藐視國會之亂象，爰此為維護監督之責，及捍衛人民有知的權利，爰擬具「立法院職權行使法第二十五條及第二十六條條文修正草案」。是否有當？敬請公決。,案由(議)/內文,0.0,0.0,,,,,
,案由(議)/內文,0.0,0.0,,,,,
,內文,0.0,0.0,,,,,
提案人：吳宗憲　　賴士葆　　,提案連署人-議程/內文,0.0,0.0,,,,,
連署人：傅崐萁　　鄭天財Sra Kacaw　　　馬文君　　牛煦庭　　羅智強　　林思銘　　林德福　　黃健豪　　翁曉玲　　鄭正鈐　　魯明哲　　黃建賓　　蘇清泉　　楊瓊瓔　　洪孟楷　　邱若華　　　　　　　　　　　　,提案連署人-議程/內文,0.0,0.0,,,,,
,內文,0.0,0.0,,,,,
,內文,0.0,0.0,,,,,
"
立法院職權行使法第二十五條及第二十六條文修正草案對照表
",內文,5.25,5.25,1,1,3,1,1
"
",內文,0.0,0.0,,,,,
"修正條文
",表格第一列(文字分散)/內文,0.0,0.0,1,2,1,1,1
"現行條文
",表格第一列(文字分散)/內文,0.0,0.0,2,2,1,1,1
"說明
",表格第一列(文字分散)/內文,0.0,0.0,3,2,1,1,1
"
",內文,0.0,0.0,2,2,1,1,1
第二十五條　質詢之答復，不得超過質詢範圍之外、反質詢或就委員所詢事項虛偽陳述。,內文,0.0,0.0,1,3,1,1,1
被質詢人除為避免國防、外交明顯立即之危害或依法應秘密之事項者外，不得拒絕答復。,內文,0.0,0.0,1,3,1,1,1
被質詢人違反第一項規定者，主席應立即制止並要求據實答復。,內文,0.0,0.0,1,3,1,1,1
被質詢人違反第一項規定，經主席制止且要求無效者，得經全體委員三分之一以上之連署或附議，由院會議決，做以下處分：,內文,0.0,0.0,1,3,1,1,1
一、以立法院名義，書面詳述事實，連同證據，函請政府機關所在地或公務人員所屬機關所在地之行政法院，處新臺幣一萬元以上三十萬元以下罰鍰，並得按次連續處罰。,內文,0.0,0.0,1,3,1,1,1
二、準用公務員懲戒法第二條、第二十四條，由立法院移送懲戒議案予監察院，由監察院認為有其所定情事後移送懲戒法院審理。,內文,0.0,0.0,1,3,1,1,1
"不服第四項第一款之裁定者，得為抗告，抗告中應暫停執行，各審級受理法院應於一個月內審結。
",內文,0.0,0.0,1,3,1,1,1
第二十五條　質詢之答復，不得超過質詢範圍之外。,內文,0.0,0.0,2,3,1,1,1
被質詢人除為避免國防、外交明顯立即之危害或依法應秘密之事項者外，不得拒絕答復。,內文,0.0,0.0,2,3,1,1,1
"被質詢人違反第一項規定者，主席得予制止。
",內文,0.0,0.0,2,3,1,1,1
一、本條修正，新增第四項、第五項。,內文,0.0,0.0,3,3,1,1,1
二、明定被質詢人不得反質詢及虛偽陳述，且主席應立即制止及要求據實回答。,內文,0.0,0.0,3,3,1,1,1
"三、然經制止無效後，可由全體委員三分之一連署或是附議，函請高等行政法院依法處罰或監察院依法彈劾送懲戒。
",內文,0.0,0.0,3,3,1,1,1
"
",內文,0.0,0.0,2,3,1,1,1
第二十六條　行政院院長、副院長及各部會首長應親自出席立法院院會，並備質詢。因故不能出席者，應於開會前檢送必須請假之理由及行政院院長批准之請假書。行政院院長因故不能出席時，應經立法院院會同意。,內文,0.0,0.0,1,4,1,1,1
各部會首長、政府官員應親自出席立法院各委員會備詢。因故不能出席者，應於開會前檢送必須請假之理由並經該次委員會召集委員同意。,內文,0.0,0.0,1,4,1,1,1
"前兩項應至院會或委員會備詢者，未經同意而不出席、或有其他藐視國會之行為，得經院會或各委員會決議為不受歡迎人物，於該會期內非經原會決議取消，不得進入院會或該委員會。情節重大者，得經全體委員三分之一以上之連署或附議，由院會議決，於該會期停止審查當事者主管業務之法律案、預算案或其他議案。
",內文,0.0,0.0,1,4,1,1,1
"第二十六條　行政院院長、副院長及各部會首長應親自出席立法院院會，並備質詢。因故不能出席者，應於開會前檢送必須請假之理由及行政院院長批准之請假書。
",內文,0.0,0.0,2,4,1,1,1
一、本條文字修正，新增第二項、第三項。,內文,0.0,0.0,3,4,1,1,1
二、明定行政院院長、副院長及各部會首長，應出席立法院之院會或相關委員會，若需請假則要經由主席同意方能行之。,內文,0.0,0.0,3,4,1,1,1
"三、無故缺席會議，若無正當理由，或是有其他藐視國會之行為，可列為不歡迎人物，禁止出席相關會議；若情節重大者，經由三分之一委員提案議決後，可於該會期停止審查當事者主管之法律案、預算案及其他議案。
",內文,0.0,0.0,3,4,1,1,1
"
",內文,0.0,0.0,2,4,1,1,1
,內文,0.0,0.0,,,,,
"
",內文,0.0,0.0,,,,,
