text,style,space_before,space_after,col_id,row_id,cell_width,cell_height,cell_id
黨團協商紀錄,內文,5.25,15.75,,,,,
立法院第11屆第1會期黨團協商會議紀錄,內文,5.25,15.75,,,,,
時　　間　中華民國113年5月9日（星期四）15時35分至18時23分,主席(多位主席),0.0,0.0,,,,,
地　　點　本院紅樓302會議室,主席(多位主席),0.0,0.0,,,,,
主　　席　韓院長國瑜,主席(多位主席),0.0,0.0,,,,,
協商主題　研商有關「環島高速鐵路建設特別條例草案」、「花東快速公路建設特別條例草案」、「國道六號東延花蓮建設特別條例草案」等三案（國民黨黨團提議）。,朝野協商(次標題)/內文,0.0,0.0,,,,,
主席：好，各黨團的代表、傅總召、柯總召、黃總召，還有各位列席的官員，還有各黨團的工作夥伴，各位新聞界的好朋友。我們今天的朝野協商就正式開始，等一下還有幾位黨團幹部、不同政黨的幹部都在路上，我們就邊開會邊等他們。,內文,0.0,0.0,,,,,
今天朝野協商之前，我特別拜託所有的黨團幹部，我們有幾項宣告，要請大家一起儘量來遵守，我語重心長，連續幾次朝野協商，大家都曉得，氣氛不是很融洽，所以我想，第一點，時間，今後所有朝野協商發言我們會計時，一次發言5分鐘為限，發言完畢之後，其他黨團幹部要發言的時候，主席會裁決，請5分鐘一到時間就自動停止，如果要再發言的話，可以徵求二次發言，這是第一個，發言時間，請問各位黨團幹部同意不同意？,內文,0.0,0.0,,,,,
柯委員建銘：你先講完……,內文,0.0,0.0,,,,,
主席：我一個一個來，因為好多喔！可以嗎？5分鐘，先暫時這樣子，我們試試看。,內文,0.0,0.0,,,,,
柯委員建銘：立法院這麼久以來，朝野協商沒有發言的時間限制以及次數限制，議事規則也都很清楚，假如沒有辦法說明清楚，院會只有發言一次，委員會則是登記發言，其他的朝野協商以及在討論法案的時候，都沒有時間和次數限制，所以主席要斟酌一下，這是要大家如何把話講清楚，不是說……這麼久以來的朝野協商，立法院不是今天才開始，我認為主席提的這個可能要斟酌一下。,內文,0.0,0.0,,,,,
