text,style,space_before,space_after,col_id,row_id,cell_width,cell_height,cell_id
三、本院委員王育敏等18人擬具「勞動基準法第五十四條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交社會福利及衛生環境委員會審查。,內文,0.0,0.0,,,,,
四、本院委員王育敏等18人擬具「中高齡者及高齡者就業促進法第九條及第二十九條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交社會福利及衛生環境委員會審查。,內文,0.0,0.0,,,,,
五、本院委員廖偉翔等18人擬具「少年事件處理法第七十四條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交司法及法制委員會審查。,內文,0.0,0.0,,,,,
六、本院委員廖偉翔等40人擬具「醫療發展特別條例草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交社會福利及衛生環境、財政兩委員會審查。,內文,0.0,0.0,,,,,
七、本院委員王鴻薇等16人擬具「醫師法第四條之一條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交社會福利及衛生環境委員會審查。,內文,0.0,0.0,,,,,
八、本院委員王鴻薇等26人擬具「預算法增訂第八十一條之一條文草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交財政委員會審查。,內文,0.0,0.0,,,,,
九、本院委員王鴻薇等24人擬具「財政收支劃分法第八條、第十二條及第三十條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交財政委員會審查。,內文,0.0,0.0,,,,,
十、本院委員翁曉玲等26人擬具「更生保護法第十一條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交司法及法制委員會審查。,內文,0.0,0.0,,,,,
十一、本院委員黃建賓等17人擬具「工廠管理輔導法第二十八條之十四、第三十一條及第三十九條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交經濟委員會審查。,內文,0.0,0.0,,,,,
十二、本院委員許宇甄等19人擬具「勞工保險條例第六十六條及第六十九條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交社會福利及衛生環境委員會審查。,內文,0.0,0.0,,,,,
十三、本院委員許宇甄等18人擬具「勞動基準法第五十條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交社會福利及衛生環境委員會審查。,內文,0.0,0.0,,,,,
十四、本院委員許宇甄等17人擬具「公司法第三百八十七條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交經濟委員會審查。,內文,0.0,0.0,,,,,
十五、本院委員鄭天財Sra Kacaw等18人擬具「老年農民福利津貼暫行條例第三條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交社會福利及衛生環境、經濟、內政三委員會審查。,內文,0.0,0.0,,,,,
十六、本院委員鄭天財Sra Kacaw等19人擬具「公職人員選舉罷免法第十七條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交內政委員會審查。,內文,0.0,0.0,,,,,
十七、本院委員鄭天財Sra Kacaw等19人擬具「總統副總統選舉罷免法第十三條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交內政委員會審查。,內文,0.0,0.0,,,,,
十八、本院委員鄭天財Sra Kacaw等19人擬具「國籍法部分條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交內政委員會審查。,內文,0.0,0.0,,,,,
十九、本院委員鄭天財Sra Kacaw等19人擬具「貨物稅條例第十二條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交財政委員會審查。,內文,0.0,0.0,,,,,
二十、本院委員鄭天財Sra Kacaw等18人擬具「中央選舉委員會組織法第三條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交司法及法制、內政兩委員會審查。,內文,0.0,0.0,,,,,
二十一、本院委員高金素梅等26人擬具「中央選舉委員會組織法第三條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交司法及法制、內政兩委員會審查。,內文,0.0,0.0,,,,,
二十二、本院委員高金素梅等23人擬具「立法院組織法第三十二條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交司法及法制委員會審查。,內文,0.0,0.0,,,,,
二十三、本院委員高金素梅等29人擬具「地方民意代表費用支給及村里長事務補助費補助條例第七條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交內政委員會審查。,內文,0.0,0.0,,,,,
二十四、本院委員楊瓊瓔等21人擬具「遠洋漁業條例增訂第十四條之一及第三十八條之一條文草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交經濟委員會審查。,內文,0.0,0.0,,,,,
二十五、本院委員楊瓊瓔等21人擬具「公司法第二百三十五條之一條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交經濟委員會審查。,內文,0.0,0.0,,,,,
二十六、本院委員楊瓊瓔等21人擬具「能源管理法第七條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交經濟委員會審查。,內文,0.0,0.0,,,,,
二十七、本院委員楊瓊瓔等20人擬具「中華民國刑法第二百八十六條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交司法及法制委員會審查。,內文,0.0,0.0,,,,,
二十八、本院委員蘇清泉等28人擬具「中華民國刑法第二百八十六條及第二百八十六條之一條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交司法及法制委員會審查。,內文,0.0,0.0,,,,,
二十九、本院委員蘇清泉等30人擬具「兒童及少年福利與權益保障法第九十七條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交社會福利及衛生環境委員會審查。,內文,0.0,0.0,,,,,
三十、本院委員賴士葆等28人擬具「所得稅法第十七條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交財政委員會審查。,內文,0.0,0.0,,,,,
三十一、本院委員賴士葆等26人擬具「遺產及贈與稅法第三十條及第四十一條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交財政委員會審查。,內文,0.0,0.0,,,,,
三十二、本院委員賴士葆等29人擬具「公立學校教職員退休資遣撫卹條例第三十七條及第三十八條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交司法及法制、教育及文化兩委員會審查。,內文,0.0,0.0,,,,,
三十三、本院委員賴士葆等26人擬具「公務人員退休資遣撫卹法第三十八條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交司法及法制委員會審查。,內文,0.0,0.0,,,,,
三十四、本院委員賴士葆等27人擬具「民法第二百三十三條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交司法及法制委員會審查。,內文,0.0,0.0,,,,,
三十五、本院國民黨黨團擬具「中華民國刑法第二百八十六條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交司法及法制委員會審查。,內文,0.0,0.0,,,,,
三十六、本院委員陳超明等17人擬具「財政收支劃分法第八條、第十二條及第十六條之一條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交財政委員會審查。,內文,0.0,0.0,,,,,
三十七、本院委員陳超明等18人擬具「環境影響評估法第六條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交社會福利及衛生環境委員會審查。,內文,0.0,0.0,,,,,
三十八、本院委員王定宇等17人擬具「公職人員選舉罷免法第五十二條及第一百十條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交內政委員會審查。,內文,0.0,0.0,,,,,
三十九、本院委員王定宇等17人擬具「總統副總統選舉罷免法第四十八條及第九十六條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交內政委員會審查。,內文,0.0,0.0,,,,,
四十、本院委員王定宇等17人擬具「陸海空軍刑法部分條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交司法及法制、外交及國防兩委員會審查。,內文,0.0,0.0,,,,,
四十一、本院委員王定宇等16人擬具「外國專業人才延攬及僱用法增訂第二十一條之一條文草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交經濟、社會福利及衛生環境、教育及文化三委員會審查。,內文,0.0,0.0,,,,,
四十二、本院委員陳玉珍等18人擬具「離島建設條例第三條、第七條及第七條之一條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交經濟委員會審查。,內文,0.0,0.0,,,,,
四十三、本院委員陳玉珍等18人擬具「離島建設條例第五條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交經濟委員會審查。,內文,0.0,0.0,,,,,
四十四、本院委員陳玉珍等17人擬具「離島建設條例第十條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交經濟委員會審查。,內文,0.0,0.0,,,,,
四十五、本院委員陳玉珍等17人擬具「再生能源發展條例第七條、第九條及第十一條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交經濟委員會審查。,內文,0.0,0.0,,,,,
四十六、本院委員陳玉珍等18人擬具「國籍法第四條及第七條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交內政委員會審查。,內文,0.0,0.0,,,,,
四十七、本院委員陳玉珍等18人擬具「地方制度法增訂第七條之四條文草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交內政、司法及法制兩委員會審查。,內文,0.0,0.0,,,,,
四十八、本院委員陳玉珍等18人擬具「就業服務法第二十四條及第二十七條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交社會福利及衛生環境委員會審查。,內文,0.0,0.0,,,,,
四十九、本院委員李彥秀等22人擬具「性別平等工作法第十五條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交社會福利及衛生環境委員會審查。,內文,0.0,0.0,,,,,
五十、本院委員李彥秀等19人擬具「兒童及少年福利與權益保障法第七十七條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交社會福利及衛生環境委員會審查。,內文,0.0,0.0,,,,,
五十一、本院委員許智傑等22人擬具「引水法第六條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交交通委員會審查。,內文,0.0,0.0,,,,,
五十二、本院委員許智傑等23人擬具「船員法第十二條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交交通委員會審查。,內文,0.0,0.0,,,,,
五十三、本院委員許智傑等25人擬具「學生輔導法第四條及第七條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交教育及文化委員會審查。,內文,0.0,0.0,,,,,
五十四、本院委員許智傑等26人擬具「學生輔導法第十一條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交教育及文化委員會審查。,內文,0.0,0.0,,,,,
五十五、本院委員許智傑等25人擬具「性別平等工作法第二十條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交社會福利及衛生環境委員會審查。,內文,0.0,0.0,,,,,
五十六、本院委員羅明才等24人擬具「中央銀行法第二十條及第三十三條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交財政委員會審查。,內文,0.0,0.0,,,,,
五十七、本院委員徐欣瑩等18人擬具「預算法第八十三條及第八十四條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交財政委員會審查。,內文,0.0,0.0,,,,,
五十八、本院委員徐欣瑩等20人擬具「糧食管理法第五條之一條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交經濟委員會審查。,內文,0.0,0.0,,,,,
五十九、本院委員徐欣瑩等19人擬具「中華民國刑法第三百三十九條之四條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交司法及法制委員會審查。,內文,0.0,0.0,,,,,
六十、本院委員徐欣瑩等20人擬具「公務人員退休資遣撫卹法第三十七條、第三十八條及第六十七條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交司法及法制委員會審查。,內文,0.0,0.0,,,,,
六十一、本院委員徐欣瑩等18人擬具「老年農民福利津貼暫行條例第四條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交社會福利及衛生環境、經濟、內政三委員會審查。,內文,0.0,0.0,,,,,
六十二、本院委員林宜瑾等21人擬具「國籍法部分條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交內政委員會審查。,內文,0.0,0.0,,,,,
六十三、本院委員林宜瑾等20人擬具「總統副總統選舉罷免法第二十六條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交內政委員會審查。,內文,0.0,0.0,,,,,
六十四、本院委員林宜瑾等20人擬具「學校法人及其所屬私立學校教職員退休撫卹離職資遣條例第八條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交司法及法制、教育及文化兩委員會審查。,內文,0.0,0.0,,,,,
六十五、本院委員林宜瑾等21人擬具「教師法部分條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交教育及文化委員會審查。,內文,0.0,0.0,,,,,
六十六、本院委員林思銘等21人擬具「公民不在籍投票法草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交內政委員會審查。,內文,0.0,0.0,,,,,
六十七、本院委員林思銘等26人擬具「地方民意代表費用支給及村里長事務補助費補助條例第六條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交內政委員會審查。,內文,0.0,0.0,,,,,
六十八、本院委員林思銘等23人擬具「工廠管理輔導法第二十二條及第二十九條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交經濟委員會審查。,內文,0.0,0.0,,,,,
六十九、本院委員林思銘等20人擬具「財政收支劃分法部分條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交財政委員會審查。,內文,0.0,0.0,,,,,
七十、本院委員王美惠等18人擬具「原住民族工作權保障法部分條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交內政委員會審查。,內文,0.0,0.0,,,,,
七十一、本院委員王美惠等19人擬具「國籍法部分條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交內政委員會審查。,內文,0.0,0.0,,,,,
七十二、本院委員王美惠等17人擬具「地方民意代表費用支給及村里長事務補助費補助條例第六條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交內政委員會審查。,內文,0.0,0.0,,,,,
七十三、本院委員王美惠等18人擬具「工廠管理輔導法第三十一條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交經濟委員會審查。,內文,0.0,0.0,,,,,
七十四、本院委員林楚茵等23人擬具「國籍法第三條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交內政委員會審查。,內文,0.0,0.0,,,,,
七十五、本院委員林楚茵等23人擬具「臺灣地區與大陸地區人民關係條例第十七條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交內政委員會審查。,內文,0.0,0.0,,,,,
七十六、本院委員林楚茵等22人擬具「陸海空軍刑法部分條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交司法及法制、外交及國防兩委員會審查。,內文,0.0,0.0,,,,,
七十七、本院委員邱議瑩等17人擬具「農村再生條例第七條及第十五條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交經濟委員會審查。,內文,0.0,0.0,,,,,
七十八、本院委員邱議瑩等17人擬具「植物診療師法草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交經濟委員會審查。,內文,0.0,0.0,,,,,
七十九、本院委員邱議瑩等16人擬具「工廠管理輔導法第三十一條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交經濟委員會審查。,內文,0.0,0.0,,,,,
八十、本院委員盧縣一等18人擬具「反族群歧視法草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交內政委員會審查。,內文,0.0,0.0,,,,,
八十一、本院委員盧縣一等19人擬具「地方民意代表費用支給及村里長事務補助費補助條例第六條、第七條及第九條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交內政委員會審查。,內文,0.0,0.0,,,,,
八十二、本院委員盧縣一等19人擬具「原住民保留地禁伐補償條例第三條及第六條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交內政、經濟兩委員會審查。,內文,0.0,0.0,,,,,
八十三、本院委員盧縣一等20人擬具「偏遠地區學校教育發展條例第八條、第十二條及第二十一條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交教育及文化委員會審查。,內文,0.0,0.0,,,,,
八十四、本院委員盧縣一等20人擬具「全民健康保險法第二十七條及第四十八條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交社會福利及衛生環境委員會審查。,內文,0.0,0.0,,,,,
八十五、本院委員盧縣一等20人擬具「老年農民福利津貼暫行條例第三條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交社會福利及衛生環境、經濟、內政三委員會審查。,內文,0.0,0.0,,,,,
八十六、本院委員陳素月等17人擬具「民法部分條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交司法及法制委員會審查。,內文,0.0,0.0,,,,,
八十七、本院委員陳素月等17人擬廢止「交通部觀光局組織條例」，請審議案。,內文,0.0,0.0,,,,,
決定：交司法及法制、交通兩委員會審查。,內文,0.0,0.0,,,,,
八十八、本院委員黃捷等17人擬具「加值型及非加值型營業稅法第八條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交財政委員會審查。,內文,0.0,0.0,,,,,
八十九、本院委員黃捷等17人擬具「學校衛生法第六條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交教育及文化委員會審查。,內文,0.0,0.0,,,,,
九十、本院委員黃捷等16人擬具「社會救助法第十六條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交社會福利及衛生環境委員會審查。,內文,0.0,0.0,,,,,
九十一、本院委員黃捷等17人擬具「身心障礙者權益保障法第七十一條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交社會福利及衛生環境委員會審查。,內文,0.0,0.0,,,,,
九十二、本院委員吳沛憶等17人擬具「國籍法第四條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交內政委員會審查。,內文,0.0,0.0,,,,,
九十三、本院委員吳沛憶等18人擬具「文化資產保存法第四條、第九十八條及第一百十二條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交教育及文化委員會審查。,內文,0.0,0.0,,,,,
九十四、本院委員吳沛憶等18人擬具「道路交通管理處罰條例第十四條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交交通委員會審查。,內文,0.0,0.0,,,,,
九十五、本院委員吳沛憶等18人擬具「國家語言研究發展中心設置條例草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交司法及法制、教育及文化兩委員會審查。,內文,0.0,0.0,,,,,
九十六、本院委員沈伯洋等17人擬具「國家安全法第十三條及第十三條之一條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交內政委員會審查。,內文,0.0,0.0,,,,,
九十七、本院委員王正旭等17人擬具「所得稅法第十七條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交財政委員會審查。,內文,0.0,0.0,,,,,
九十八、本院委員王正旭等17人擬具「所得稅法第十四條及第一百二十六條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交財政委員會審查。,內文,0.0,0.0,,,,,
九十九、本院委員王正旭等17人擬具「癌症防治法第十六條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交社會福利及衛生環境委員會審查。,內文,0.0,0.0,,,,,
一○○、本院委員蔡易餘等19人擬具「地方民意代表費用支給及村里長事務補助費補助條例第六條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交內政委員會審查。,內文,0.0,0.0,,,,,
一○一、本院委員蔡易餘等19人擬具「保險法第一百七十七條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交財政委員會審查。,內文,0.0,0.0,,,,,
一○二、本院委員蔡易餘等20人擬具「工廠管理輔導法第二十八條之十四、第三十一條及第三十九條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交經濟委員會審查。,內文,0.0,0.0,,,,,
一○三、本院委員馬文君等18人擬具「工廠管理輔導法第二十八條之十四及第三十一條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交經濟委員會審查。,內文,0.0,0.0,,,,,
一○四、本院委員謝衣鳯等16人擬具「戶籍法第十六條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交內政委員會審查。,內文,0.0,0.0,,,,,
一○五、本院委員謝衣鳯等16人擬具「農民退休儲金條例第七條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交經濟委員會審查。,內文,0.0,0.0,,,,,
一○六、本院委員謝衣鳯等16人擬具「農業保險法第十條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交經濟、財政兩委員會審查。,內文,0.0,0.0,,,,,
一○七、本院委員張雅琳等18人擬具「野生動物保育法部分條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交經濟委員會審查。,內文,0.0,0.0,,,,,
一○八、本院委員張雅琳等19人擬具「教師法部分條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交教育及文化委員會審查。,內文,0.0,0.0,,,,,
一○九、本院委員柯志恩等19人擬具「中華民國刑法第二百八十六條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交司法及法制委員會審查。,內文,0.0,0.0,,,,,
一一○、本院委員柯志恩等21人擬具「公立學校教職員退休資遣撫卹條例第八條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交司法及法制、教育及文化兩委員會審查。,內文,0.0,0.0,,,,,
一一一、本院委員柯志恩等18人擬具「公立學校教職員退休資遣撫卹條例第六十七條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交司法及法制、教育及文化兩委員會審查。,內文,0.0,0.0,,,,,
一一二、本院委員柯志恩等19人擬具「高級中等教育法第五十六條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交教育及文化委員會審查。,內文,0.0,0.0,,,,,
一一三、本院委員柯志恩等18人擬具「學生輔導法部分條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交教育及文化委員會審查。,內文,0.0,0.0,,,,,
一一四、本院委員柯志恩等19人擬具「運動產業發展條例增訂第七條之一條文草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交教育及文化委員會審查。,內文,0.0,0.0,,,,,
一一五、本院委員邱鎮軍等18人擬具「遠洋漁業條例部分條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交經濟委員會審查。,內文,0.0,0.0,,,,,
一一六、本院委員邱鎮軍等26人擬具「少子女化社會對策基本法草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交經濟委員會審查。,內文,0.0,0.0,,,,,
一一七、本院委員邱鎮軍等19人擬具「勞工保險條例第三十一條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交社會福利及衛生環境委員會審查。,內文,0.0,0.0,,,,,
一一八、本院委員邱鎮軍等25人擬具「公務人員退休資遣撫卹法第三十七條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交司法及法制委員會審查。,內文,0.0,0.0,,,,,
一一九、本院委員徐巧芯等19人擬具「菸害防制法第二十六條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交社會福利及衛生環境委員會審查。,內文,0.0,0.0,,,,,
一二○、本院委員徐巧芯等17人擬具「監察院組織法第三條之一及第三條之二條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交司法及法制委員會審查。,內文,0.0,0.0,,,,,
一二一、本院委員陳培瑜等18人擬具「學生輔導法第十一條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
