text,style,space_before,space_after,col_id,row_id,cell_width,cell_height,cell_id
繼續開會（17時32分）,內文,0.0,0.0,,,,,
主席：報告院會，現在繼續開會。,內文,0.0,0.0,,,,,
在進行討論事項之前，先處理變更議程之提議，並截止收案。我們依提案先後順序處理，在進行處理前……,內文,0.0,0.0,,,,,
吳委員思瑤：暴力！多數暴力！多數暴力！,內文,0.0,0.0,,,,,
（現場一片混亂）,內文,0.0,0.0,,,,,
楊委員瓊瓔：變更議程啦，不要那麼粗魯，變更議程啦！念完變更議程！,內文,0.0,0.0,,,,,
（現場一片混亂）,內文,0.0,0.0,,,,,
主席：報告院會……,內文,0.0,0.0,,,,,
張委員嘉郡：你們不要這樣啦！你讓院長好好說嘛！,內文,0.0,0.0,,,,,
主席：現有台灣民眾黨黨團針對本次會議（5月17日）提出延長開會時間之動議，至討論事項第四案審議完畢，再行休息。,內文,0.0,0.0,,,,,
台灣民眾黨黨團提案：,內文,0.0,0.0,,,,,
延長開會時間,內文,0.0,0.0,,,,,
案由：本院台灣民眾黨黨團針對第11屆第1會期第14次會議（5月17日）之會議時間，擬請延長至討論事項第4案審議完畢，再行休息。,內文,0.0,0.0,,,,,
提案人：台灣民眾黨立法院黨團　黃國昌,提案連署人/內文,0.0,0.0,,,,,
主席：請問院會，有無異議？,內文,0.0,0.0,,,,,
（沒有！）,內文,0.0,0.0,,,,,
（有！）,內文,0.0,0.0,,,,,
（有異議！有異議！有異議！）,內文,0.0,0.0,,,,,
楊委員瓊瓔：表決！,內文,0.0,0.0,,,,,
（現場一片混亂）,內文,0.0,0.0,,,,,
主席：按鈴7分鐘，現在開始。,內文,0.0,0.0,,,,,
（按鈴）,內文,0.0,0.0,,,,,
（有異議！有異議！有異議！）,內文,0.0,0.0,,,,,
（現場一片混亂）,內文,0.0,0.0,,,,,
主席：請議事人員分發表決卡。,內文,0.0,0.0,,,,,
（舉手表決！舉手表決！）,內文,0.0,0.0,,,,,
（舉手表決！舉手表決！）,內文,0.0,0.0,,,,,
（舉手表決！舉手表決！）,內文,0.0,0.0,,,,,
（現場一片混亂）,內文,0.0,0.0,,,,,
（舉手表決！舉手表決！）,內文,0.0,0.0,,,,,
（舉手表決！舉手表決！）,內文,0.0,0.0,,,,,
（表決無效！表決無效！）,內文,0.0,0.0,,,,,
（現場一片混亂）,內文,0.0,0.0,,,,,
主席：報告院會，現有民進黨黨團提議採用點名表決。,內文,0.0,0.0,,,,,
民進黨黨團提案：,內文,0.0,0.0,,,,,
本次表決請採「點名表決」。,內文,0.0,0.0,,,,,
提案人：民主進步黨立法院黨團　吳思瑤,提案連署人/內文,0.0,0.0,,,,,
主席：針對是否採用點名表決，本席改採用舉手表決。,內文,0.0,0.0,,,,,
現在清點人數，麻煩議事人員清點所有在場的委員人數。,內文,0.0,0.0,,,,,
（清點人數）,內文,0.0,0.0,,,,,
主席：向院會報告，現在在場有108位委員，贊成民進黨所提議的點名表決，請舉手。,內文,0.0,0.0,,,,,
（進行表決）,內文,0.0,0.0,,,,,
主席：麻煩議事人員仔細清點。,內文,0.0,0.0,,,,,
（現場一片混亂）,內文,0.0,0.0,,,,,
主席：議事人員統計的票數可以給我嗎？,內文,0.0,0.0,,,,,
（現場一片混亂）,內文,0.0,0.0,,,,,
主席：向院會報告：在場人數108位委員，贊成46人，贊成者少數，民進黨黨團提議不通過。,內文,0.0,0.0,,,,,
現有民進黨黨團提議，要求重付表決。,內文,0.0,0.0,,,,,
民進黨黨團提案：,內文,0.0,0.0,,,,,
本案請重付表決。,內文,0.0,0.0,,,,,
提案人：民主進步黨立法院黨團　吳思瑤,提案連署人/內文,0.0,0.0,,,,,
（作票！）,內文,0.0,0.0,,,,,
（作票！）,內文,0.0,0.0,,,,,
（作票！）,內文,0.0,0.0,,,,,
主席：現在進行重付表決。我們舉手表決，贊成民進黨提議的，請舉手。,內文,0.0,0.0,,,,,
（進行表決）,內文,0.0,0.0,,,,,
主席：王世堅委員，一隻手就可以了，王世堅委員，一隻手就好。,內文,0.0,0.0,,,,,
（現場一片混亂）,內文,0.0,0.0,,,,,
主席：報告院會，在場委員人數108人，贊成民進黨重付表決45人，贊成者少數，民進黨提案不通過。,內文,0.0,0.0,,,,,
報告院會，現在針對台灣民眾黨黨團提議延長開會進行表決。贊成台灣民眾黨所提議，請舉手。,內文,0.0,0.0,,,,,
（進行表決）,內文,0.0,0.0,,,,,
（贊成延長開會！）,內文,0.0,0.0,,,,,
（延長開會！）,內文,0.0,0.0,,,,,
（我們要延長開會！）,內文,0.0,0.0,,,,,
張委員嘉郡：你們舉牌子是跟我們一起舉手嗎？你們這樣子算舉手喔！你們這樣也是舉手喔！你們舉牌也是舉手喔！舉牌也是舉手！,內文,0.0,0.0,,,,,
（院長不中立，國會香港化。）,內文,0.0,0.0,,,,,
（院長不中立，國會香港化。）,內文,0.0,0.0,,,,,
主席：報告院會，在場委員108人，表決贊成人數60人，贊成者多數。,內文,0.0,0.0,,,,,
現有民進黨黨團提議重付表決。,內文,0.0,0.0,,,,,
民進黨黨團提案：,內文,0.0,0.0,,,,,
本案請重付表決。,內文,0.0,0.0,,,,,
提案人：民主進步黨立法院黨團　吳思瑤,提案連署人/內文,0.0,0.0,,,,,
