text,style,space_before,space_after,col_id,row_id,cell_width,cell_height,cell_id
　　　　　　　　　　　　　　　　　　　　　　　　　　　　　議案編號：202110010570000,內文,0.0,8.350000381469727,,,,,
立法院議案關係文書　,內文,0.0,0.0,,,,,
,內文,0.0,0.0,,,,,
"院總第20號
",院總號/內文,0.0,0.0,1,1,1,1,0
"委員
",提案號/內文,0.0,0.0,2,1,1,1,0
"提案第
",提案號/內文,0.0,0.0,3,1,1,1,0
"11001057
",提案號/內文,0.0,0.0,4,1,1,1,0
"號
",提案號/內文,0.0,0.0,5,1,1,1,0
"
",提案號/內文,0.0,0.0,6,1,1,1,0
"
",提案號/內文,0.0,0.0,7,1,1,1,0
"
",內文,0.0,0.0,2,1,1,1,0
,案由(議)/內文,0.0,0.0,,,,,
案由：本院委員傅崐萁、洪孟楷、林思銘等52人，有鑑於近年我國獨立機關人事頻頻出現爭議，如：國家通訊傳播委員會主委陳耀祥捲入鏡電視申設、上架爭議及中央選舉委員會李進勇之選務疏失，其皆因立法院人事同意權審查制度不夠嚴謹完備，立法院無法發揮人事實質審查之效，落實制衡及監督之責。立法院人事同意權審查制度應仿效美國參議院，針對人事案之審查召開聽證會，並記名投票。另外，「立法院職權行使法─第四章、同意權之行使」，其相關條文修正距今已超過16年，現有條文之規範已無法因應現有之政治情勢。為強化及完備國會人事同意權審查機制，發揮監督制衡之功能，爰擬具「立法院職權行使法部分條文修正草案」。是否有當？敬請公決。,案由(議)/內文,0.0,0.0,,,,,
,案由(議)/內文,0.0,0.0,,,,,
,內文,0.0,0.0,,,,,
提案人：傅崐萁　　洪孟楷　　林思銘　　,提案連署人-議程/內文,0.0,0.0,,,,,
連署人：牛煦庭　　王育敏　　王鴻薇　　呂玉玲　　李彥秀　　林倩綺　　林沛祥　　林德福　　邱若華　　邱鎮軍　　柯志恩　　徐巧芯　　徐欣瑩　　涂權吉　　馬文君　　張嘉郡　　張智倫　　許宇甄　　陳玉珍　　陳永康　　陳雪生　　陳菁徽　　游　顥　　黃建賓　　黃　仁　　黃健豪　　楊瓊瓔　　萬美玲　　葉元之　　葛如鈞　　廖偉翔　　廖先翔　　鄭正鈐　　鄭天財Sra Kacaw　　　魯明哲　　盧縣一　　賴士葆　　謝龍介　　謝衣鳯　　顏寬恒　　羅智強　　羅明才　　蘇清泉　　丁學忠　　吳宗憲　　翁曉玲　　高金素梅　陳超明　　羅廷瑋　　,提案連署人-議程/內文,0.0,0.0,,,,,
,審查報告(標題)/內文,0.0,8.350000381469727,,,,,
立法院職權行使法部分條文修正草案總說明,審查報告(標題)/內文,0.0,8.350000381469727,,,,,
一、有鑑於立法院職權行使法「第四章、同意權之行使」相關條文修正案於民國96年12月19日經總統公布後，歷經16年期相關條文均無修正。現行條文僅載明憲法第一百零四條及憲法增修條文第五條第一項、第六條第二項、第七條第二項，並未將法院組織法、各獨立機關組織法之規定行使人事同意權納入本法，法律條文應與時俱進，應將上述同意權明文規範。為落實責任政治，立法委員行使人事同意權之意向應讓選民知悉，故明定各項同意權之投票應以記名表決。,審查報告(項目符號)/內文,0.0,0.0,,,,,
