text,style,space_before,space_after,col_id,row_id,cell_width,cell_height,cell_id
"　　　　　　　　　　　　　　　　　　　　　　　　　　　　　議案編號：202110010560000",00000000000000000000000000000000000000000000000000,內文,0.0,8.350000381469727,,,,,
"立法院議案關係文書　 eq \o\ad(\s\up5(（中華民國41年9月起編號）),\s\do5(中華民國113年3月6日印發))",00000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"",0,內文,0.0,0.0,,,,,
院總第20號,000000,院總號/內文,0.0,0.0,1,1,1,1,0
委員,00,提案號/內文,0.0,0.0,2,1,1,1,0
提案第,000,提案號/內文,0.0,0.0,3,1,1,1,0
11001056,00000000,提案號/內文,0.0,0.0,4,1,1,1,0
號,0,提案號/內文,0.0,0.0,5,1,1,1,0
,,提案號/內文,0.0,0.0,6,1,1,1,0
,,提案號/內文,0.0,0.0,7,1,1,1,0
,,內文,0.0,0.0,2,1,1,1,0
"",0,案由(議)/內文,0.0,0.0,,,,,
"案由：本院委員傅崐萁、洪孟楷、林思銘等52人，有鑑於大法官釋字第五八五號解釋揭示：「立法院為有效行使憲法所賦予之立法職權，本其固有之權能自得享有一定之調查權，主動獲取行使職權所需之相關資訊，俾能充分思辯，審慎決定，以善盡民意機關之職責，發揮權力分立與制衡之機能。」然該號解釋亦強調：「立法院調查權行使之方式，並不以要求有關機關就立法院行使職權所涉及事項提供參考資料或向有關機關調閱文件原本之文件調閱權為限，必要時並得經院會決議，要求與調查事項相關之人民或政府人員，陳述證言或表示意見，並得對違反協助調查義務者，於科處罰鍰之範圍內，施以合理之強制手段。」為使立法院調查權之行使更為完備，並有助立法職權行使過程中相關資訊之蒐集，立法聽證權亦應有法制化之必要，爰擬具「立法院職權行使法部分條文修正草案」，以強化國會調查及監督之能力。是否有當？敬請公決。",00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,案由(議)/內文,0.0,0.0,,,,,
"",0,案由(議)/內文,0.0,0.0,,,,,
"",0,內文,0.0,0.0,,,,,
"提案人：傅崐萁　　洪孟楷　　林思銘　　",00000000000000000000,提案連署人-議程/內文,0.0,0.0,,,,,
"連署人：丁學忠　　牛煦庭　　王育敏　　吳宗憲　　李彥秀　　林沛祥　　邱若華　　柯志恩　　徐欣瑩　　涂權吉　　翁曉玲　　馬文君　　張智倫　　張嘉郡　　許宇甄　　陳超明　　陳雪生　　陳菁徽　　游　顥　　黃建賓　　黃健豪　　黃　仁　　楊瓊瓔　　葉元之　　廖先翔　　廖偉翔　　鄭正鈐　　盧縣一　　謝龍介　　顏寬恒　　羅廷瑋　　羅智強　　蘇清泉　　王鴻薇　　呂玉玲　　林倩綺　　林德福　　邱鎮軍　　徐巧芯　　高金素梅　陳玉珍　　陳永康　　萬美玲　　葛如鈞　　魯明哲　　鄭天財Sra Kacaw　　　賴士葆　　謝衣鳯　　羅明才　　",00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,提案連署人-議程/內文,0.0,0.0,,,,,
,0,審查報告(標題)/內文,0.0,8.350000381469727,,,,,
"立法院職權行使法部分條文修正草案總說明",00000000000000000000,審查報告(標題)/內文,0.0,8.350000381469727,,,,,
"大法官釋字第五八五號解釋揭示：「立法院為有效行使憲法所賦予之立法職權，本其固有之權能自得享有一定之調查權，主動獲取行使職權所需之相關資訊，俾能充分思辯，審慎決定，以善盡民意機關之職責，發揮權力分立與制衡之機能。」然該號解釋亦強調：「立法院調查權行使之方式，並不以要求有關機關就立法院行使職權所涉及事項提供參考資料或向有關機關調閱文件原本之文件調閱權為限，必要時並得經院會決議，要求與調查事項相關之人民或政府人員，陳述證言或表示意見，並得對違反協助調查義務者，於科處罰鍰之範圍內，施以合理之強制手段。」此外，該解釋並認為調查權行使之程序，「如調查權之發動及行使調查權之組織、個案調查事項之範圍、各項調查方法所應遵守之程序與司法救濟程序等，應以法律為適當之規範。」",0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,審查報告(內文)/內文,0.0,0.0,,,,,
"此外，聽證權為調查權行使之重要手段。美國國會將聽證權區分「立法性聽證」、「資格審查聽證」及「調查性聽證」三種。前兩種多為諮詢性、例行性，甚少嚴厲詰問，與立法院之公聽會類似。但後者之性質嚴肅，為使此項職權能有效行使，宜採用強制關係人出席及真實陳述制度，倘拒不出席或為虛偽不實之陳述，得處以罰鍰，或以「藐視國會罪」或「偽證罪」論處，否則將徒具虛名、難期實效。為使立法院調查權之行使更為完備，並有助立法職權行使過程中相關資訊之蒐集，立法聽證權亦應有法制化之必要。",0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,審查報告(內文)/內文,0.0,0.0,,,,,
"故為健全立法院調查權及聽證權之行使，以強化國會之憲政職權，爰提出立法院職權行使法部分條文修正草案，其要點如下：",00000000000000000000000000000000000000000000000000000000,審查報告(內文)/內文,0.0,0.0,,,,,
