text,style,space_before,space_after,col_id,row_id,cell_width,cell_height,cell_id
　　　　　　　　　　　　　　　　　　　　　　　　　　　　　議案編號：202110004170000,內文,0.0,8.350000381469727,,,,,
立法院議案關係文書　,內文,0.0,0.0,,,,,
,內文,0.0,0.0,,,,,
"院總第20號
",院總號/內文,0.0,0.0,1,1,1,1,0
"委員
",提案號/內文,0.0,0.0,2,1,1,1,0
"提案第
",提案號/內文,0.0,0.0,3,1,1,1,0
"11000417
",提案號/內文,0.0,0.0,4,1,1,1,0
"號
",提案號/內文,0.0,0.0,5,1,1,1,0
"
",提案號/內文,0.0,0.0,6,1,1,1,0
"
",提案號/內文,0.0,0.0,7,1,1,1,0
"
",內文,0.0,0.0,2,1,1,1,0
,案由(議)/內文,0.0,0.0,,,,,
案由：本院台灣民眾黨黨團，為履行本院在我國憲政體制下之憲法職責，發揮本院所應具備之監督制衡功能，健全我國國會之制度，茲修法推動我國「國會改革2.0」，重點包括「強化本院行使同意權之審查程序與審查密度」，並參酌司法院大法官釋字第五八五號解釋之意旨，完善本院之資訊調查權，將既有之文件調閱處理，修正為增加「聽證調查」之程序，以完善本院委員行使職權所需資訊之真實性與完整性，俾以提升本院行使職權之品質，使本院發揮民主國家之國會應有之功能。爰擬具「立法院職權行使法部分條文修正草案」。是否有當？敬請公決。,案由(議)/內文,0.0,0.0,,,,,
,案由(議)/內文,0.0,0.0,,,,,
,內文,0.0,0.0,,,,,
提案人：台灣民眾黨立法院黨團,特殊項目符號/內文,0.0,0.0,,,,,
黃國昌　黃珊珊,特殊項目符號/內文,0.0,0.0,,,,,
,審查報告(標題)/內文,0.0,8.350000381469727,,,,,
《立法院職權行使法》部分條文修正草案總說明,審查報告(標題)/內文,0.0,8.350000381469727,,,,,
我國立法院之憲政定位與權限功能，歷經七次修憲之後，業已具備民主國家國會之雛型。然而，攸關立法院是否能有效發揮監督制衡功能之關鍵機制，包括國會聽證調查機制之建立，以及人事同意權之審查密度，卻始終未能完成必要的改革。此外，我國行政官員至立法院備詢時，作出虛偽陳述或拒絕提供資料，竟無相應之法律責任，更是不當弱化立法院所應扮演監督制衡之角色。,審查報告(內文)/內文,0.0,0.0,,,,,
有鑑於此，儘速完成「國會改革2.0」，已是承載新民意的2024年新國會，所無從迴避的歷史責任。爰透過本次提出《立法院職權行使法》部分條文修正草案，完備立法院之人事同意權審查，並建立國會聽證調查制度，賦予立法委員完善職權行使之依據，發揮權力分立與監督制衡之機能。茲將修正重點，說明如下：,審查報告(內文)/內文,0.0,0.0,,,,,
一、有鑑於現行法對黨團協商無法就開議日達成共識時，未明文規定處理機制，爰明定應即由院長召開全院委員談話會，依各黨團所提之議程草案表決定之。（修正條文第二條）,審查報告(項目符號)/內文,0.0,0.0,,,,,
