text,style,space_before,space_after,col_id,row_id,cell_width,cell_height,cell_id
立法院第11屆第1會期黨團協商會議紀錄,內文,5.25,15.75,,,,,
時　　間　中華民國113年4月26日（星期五）13時6分至13時16分,主席(多位主席),0.0,0.0,,,,,
地　　點　本院紅樓302會議室,主席(多位主席),0.0,0.0,,,,,
主　　席　黃委員國昌,主席(多位主席),0.0,0.0,,,,,
協商主題　本院台灣民眾黨黨團，有鑑於彰化縣為農業大縣，惟經濟部規劃於彰濱工業區興建晶鼎焚化爐，引發在地居民強烈抗爭，憂慮環境污染傷害人體健康、更影響乳牛飼養及優質農漁產品產量。且彰化縣目前已有九座焚化爐，密度居全國之冠，如若再興建一座焚化廠，整體環境恐嚴重超出負荷、加重當地污染。爰建請院會作成決議：「113年1月5日林佳龍出席彰化縣百工百業信賴總會成立授旗大會曾表示：有關興建晶鼎焚化爐相關新聞是『抹黑，是確定不會蓋的。』行政院副院長鄭文燦亦曾公開承諾彰化晶鼎焚化爐不會蓋、會朝解除契約方向走，如今興建案再起，顯見民進黨高層輕諾寡信、背棄人民。爰要求民進黨執政的行政院履行政治承諾，立即停止在彰濱工業區興建晶鼎焚化爐。」是否有當？請公決案。,朝野協商(次標題)/內文,0.0,0.0,,,,,
主席：好，非常感謝，我們第二場的協商會議就開始了，今天要協商的是本院台灣民眾黨黨團，有鑑於彰化縣為農業大縣，惟經濟部規劃於彰濱工業區興建晶鼎焚化爐，引發在地居民強烈抗爭，憂慮環境污染傷害人體健康、更影響乳牛飼養及優質農漁產品產量。且彰化縣目前已有九座焚化爐，密度居全國之冠，如若再興建一座焚化廠，整體環境恐嚴重超出負荷、加重當地污染。爰建請院會作成決議：「113年1月5日林佳龍出席彰化縣百工百業信賴總會成立授旗大會曾表示：有關興建晶鼎焚化爐相關新聞是『抹黑，是確定不會蓋的。』行政院副院長鄭文燦亦曾公開承諾彰化晶鼎焚化爐不會蓋、會朝解除契約方向走，如今興建案再起，顯見民進黨高層輕諾寡信、背棄人民。爰要求民進黨執政的行政院履行政治承諾，立即停止在彰濱工業區興建晶鼎焚化爐。」,內文,0.0,0.0,,,,,
我們現在請相關的部會首長表示意見，首先先請環境部的顏署長。,內文,0.0,0.0,,,,,
顏署長旭明：環境部這裡先做報告，有關晶鼎案，目前它的狀態是在開工之前要辦理公開說明會，它上一次辦公開說明會的時候，因為程序有瑕疵，經本署判定它的公開說明會無效，後續的效果是，如果它要施工，仍然須補辦公開說明會程序，以上說明。,內文,0.0,0.0,,,,,
主席：不曉得在場的兩位委員有沒有什麼要補充的意見？請珊珊。,內文,0.0,0.0,,,,,
黃委員珊珊：這個案子是台灣民眾黨所提的提案，因為這個案子已經在當地有非常多民眾來抗爭、來陳情。事實上，這個案子很清楚，在選前行政院副院長鄭文燦直接承諾不會蓋，而且會朝解約方向處理，現在看起來，它會繼續往程序的方向走，造成這些公務人員，尤其是政府高官到地方去承諾的事項，可能將來變成是輕諾寡言，最重要是寡信，將使人民對於政府的威信有非常嚴重的衝擊。第二個很清楚的是，在這個焚化爐的過程裡面講得非常清楚，甚至包括林佳龍接下去可能也是重要的部會首長，他也在現場說確定是不會蓋的，這兩件事情都必須要跟民眾交代。,內文,0.0,0.0,,,,,
最嚴重的就是，環境部在這邊要捍衛的是環境，但是不應該成為不管是廠商或者是利益團體他們的背書或附庸。所以就環境部的立場，它不是只是開一個說明會，而是要真實地去反映這個對地方的衝擊還有負荷。彰化縣現在是九座焚化爐，九座焚化爐的密度是全國第一，如果再興建，有沒有這個必要跟需求？最重要的是，現在這個產生的影響，對於環境的負荷，環境部必須有義務把它交代清楚。所以今天這個案子很清楚的是一個環境的問題，不是一個政治的議題，但是既然政府高官做了這樣的承諾，就必須負起政治責任，所以我們希望在這個案子裡面，這個提案是希望立刻停止彰濱工業區興建焚化爐所有的程序，包括剛剛署長所說的、署裡面所說的，要繼續召開所謂的地區說明會。看起來地區說明會程序完成之後，其實環境部的態度是什麼才是重要的。,內文,0.0,0.0,,,,,
主席：謝謝珊珊委員，請洪委員。,內文,0.0,0.0,,,,,
洪委員孟楷：一句話說「人走茶涼」，但在民進黨政府主政之下反而變成是「選完變卦」，選前跟大家講說不會蓋、選前跟大家講說這是抹黑、選前承諾說會解除契約，選後變卦、選後變臉、選後跳票。我想政府會讓國人不信任就是因為一次又一次的不信守承諾，所以彰化是全臺人口數最多的縣市，但是在那麼重大的議題裡面，如果說可以用這種，因為在位的時候、選前的時候就輕易地開出空頭支票，選舉完之後人走了、離開了、卸任了、換位置了，然後政策就繼續照推的話，我想這絕對不是責任政治。,內文,0.0,0.0,,,,,
再者，當時的林佳龍，他是總統府的秘書長，那是不是在某種程度上也代表總統的意思？沒有任何一個人應該要負起責任嗎？所以政府不能失信於民，以及我們也認為行政官員應該要有人負責。在這兩個前提之下，我想相關的行政部會應該要面對這樣的一個責任政治，所以在這個提案上面，我覺得應該要更加嚴謹地討論，在還沒有討論以及沒有人要負起相關責任之前不宜再往下走。以上，謝謝。,內文,0.0,0.0,,,,,
主席：非常感謝洪委員，剛剛黨團的同仁回復我說，他們請問了民主進步黨的黨團，民主進步黨黨團的回復是，他們目前正在請示他們的總召，是不是可以請黨團同仁再跟民主進步黨黨團的同仁聯絡一下，請示總召大概要請示到什麼時候？因為我也不太好意思讓其他兩位委員坐在這邊枯等，但也不要好像人家還在請示當中我們就先散會了。,內文,0.0,0.0,,,,,
孟楷兄不好意思，再耽誤您3分鐘好不好？3分鐘就好了，可以嗎？,內文,0.0,0.0,,,,,
洪委員孟楷：好，3分鐘。,內文,0.0,0.0,,,,,
主席：我們等3分鐘好了啦！這樣表現一點善意，不要讓人家覺得，人家還在請示我們就散會了，就等3分鐘。,內文,0.0,0.0,,,,,
利用這3分鐘的時間，我請教一下……今天經濟部有代表來嗎？我的問題是，你們本來跟人家簽的契約，晶鼎最近是不是有跟你們申請延展？是不是跟你們申請延展一年啊？,內文,0.0,0.0,,,,,
楊局長伯耕：向委員報告，我是經濟部園區管理局局長，晶鼎公司沒有跟我們申請展延，他是申請……因為他是說明會不能召開，而且也來申請這一塊是不是能夠屬於不可抗力，但是這一塊的解釋部分，我們還要依照程序，組織委員會來審定。,內文,0.0,0.0,,,,,
主席：所以他就是有跟你們說希望展延開工日期嘛！,內文,0.0,0.0,,,,,
楊局長伯耕：對，但是要經過委員會……,內文,0.0,0.0,,,,,
主席：那你剛剛為什麼說沒有呢？,內文,0.0,0.0,,,,,
楊局長伯耕：不是，跟委員報告，這個不可抗力的認定……,內文,0.0,0.0,,,,,
主席：是不是不可抗力是另外一回事嘛！我剛剛請教你的是他有沒有跟你申請展延嘛！你就針對問題回答，他不是跟你申請展延開工日期嗎？,內文,0.0,0.0,,,,,
楊局長伯耕：沒有，他只是來申請這一次的說明會屬於不可抗力。,內文,0.0,0.0,,,,,
主席：他只跟你說不可抗力，卻沒有跟你要求展延開工日期到2024年6月15號？沒有？你確定沒有？,內文,0.0,0.0,,,,,
楊局長伯耕：同仁跟我回報說「有」。,內文,0.0,0.0,,,,,
主席：有嘛！明明就有，剛剛問你還說沒有，這個展延你們會不會准？,內文,0.0,0.0,,,,,
楊局長伯耕：目前要經過委員會開會，是不是屬於……,內文,0.0,0.0,,,,,
主席：什麼時候會開會？,內文,0.0,0.0,,,,,
楊局長伯耕：下禮拜一。,內文,0.0,0.0,,,,,
主席：下禮拜一，OK。,內文,0.0,0.0,,,,,
現在民主進步黨黨團一直沒有回復，依照剛剛會議的宣告，我們剛剛也等3分鐘了，我想時間也到了，非常遺憾！因為民主進步黨黨團沒有派代表與會，因此本案保留，請韓院長召集黨團協商。,內文,0.0,0.0,,,,,
今天協商的會議到此結束，非常感謝兩個黨團的代表，還有行政機關的代表列席，謝謝大家！散會。,內文,0.0,0.0,,,,,
散會（13時16分）,內文,0.0,0.0,,,,,
"
",內文,0.0,0.0,,,,,
