text,style,space_before,space_after,col_id,row_id,cell_width,cell_height,cell_id
院會紀錄,內文,0.0,0.0,,,,,
立法院第11屆第1會期第13次會議紀錄,內文,5.25,15.75,,,,,
時　　間　中華民國113年5月10日（星期五）10時,主席(多位主席),0.0,0.0,,,,,
地　　點　本院議場,主席(多位主席),0.0,0.0,,,,,
主　　席　韓院長國瑜,主席(多位主席),0.0,0.0,,,,,
秘書長　周萬來,內文,0.0,0.0,,,,,
周秘書長萬來：出席委員54人，已足法定人數。,內文,0.0,0.0,,,,,
主席：現在開會。,內文,0.0,0.0,,,,,
進行報告事項。,內文,0.0,0.0,,,,,
報　告　事　項,報告事項(標題)/討論事項(標題)/內文,0.0,0.0,,,,,
一、宣讀本院第11屆第1會期第12次會議議事錄。（全文見本期議事錄）,報告事項(項目符號)/內文,0.0,0.0,,,,,
主席：報告院會，針對第1會期第12次會議議事錄，並無委員或黨團提出錯誤或遺漏之處。作以下之決定：第1會期第12次會議議事錄確定。,內文,0.0,0.0,,,,,
報告院會，現在旁聽席上之參訪團體為宜蘭南澳文化健康站的民眾，我們熱烈歡迎。,內文,0.0,0.0,,,,,
報告院會，現在請宣讀第二案。,內文,0.0,0.0,,,,,
二、本院委員黃健豪等21人擬具「財政收支劃分法第八條及第十二條條文修正草案」，請審議案。,報告事項(項目符號)/內文,0.0,0.0,,,,,
程序委員會意見：擬請院會將本案交財政委員會審查。,內文,0.0,0.0,,,,,
主席：請問院會，對本案照程序委員會意見處理，有無異議？（無）無異議，通過。,內文,0.0,0.0,,,,,
三、本院委員黃健豪等18人擬具「勞動基準法部分條文修正草案」，請審議案。,報告事項(項目符號)/內文,0.0,0.0,,,,,
程序委員會意見：擬請院會將本案交社會福利及衛生環境委員會審查。,內文,0.0,0.0,,,,,
主席：請問院會，對本案照程序委員會意見處理，有無異議？（無）無異議，通過。,內文,0.0,0.0,,,,,
四、本院委員王鴻薇等24人擬具「社會秩序維護法第六十四條條文修正草案」，請審議案。,報告事項(項目符號)/內文,0.0,0.0,,,,,
程序委員會意見：擬請院會將本案交內政委員會審查。,內文,0.0,0.0,,,,,
主席：請問院會，對本案照程序委員會意見處理，有無異議？（無）無異議，通過。,內文,0.0,0.0,,,,,
五、本院委員王鴻薇等29人擬具「警察人員人事條例第三十五條條文修正草案」，請審議案。,報告事項(項目符號)/內文,0.0,0.0,,,,,
程序委員會意見：擬請院會將本案交司法及法制、內政兩委員會審查。,內文,0.0,0.0,,,,,
主席：請問院會，對本案照程序委員會意見處理，有無異議？（無）無異議，通過。,內文,0.0,0.0,,,,,
六、本院委員王鴻薇等25人擬具「公務人員退休資遣撫卹法第三十七條及第六十七條條文修正草案」，請審議案。,報告事項(項目符號)/內文,0.0,0.0,,,,,
程序委員會意見：擬請院會將本案交司法及法制委員會審查。,內文,0.0,0.0,,,,,
主席：請問院會，對本案照程序委員會意見處理，有無異議？（無）無異議，通過。,內文,0.0,0.0,,,,,
七、本院委員王育敏等17人擬具「學校供餐法草案」，請審議案。,報告事項(項目符號)/內文,0.0,0.0,,,,,
程序委員會意見：擬請院會將本案交教育及文化委員會審查。,內文,0.0,0.0,,,,,
主席：請問院會，對本案照程序委員會意見處理，有無異議？（無）無異議，通過。,內文,0.0,0.0,,,,,
八、本院委員王育敏等16人擬具「公寓大廈管理條例第十六條及第二十三條條文修正草案」，請審議案。,報告事項(項目符號)/內文,0.0,0.0,,,,,
程序委員會意見：擬請院會將本案交內政委員會審查。,內文,0.0,0.0,,,,,
主席：請問院會，對本案照程序委員會意見處理，有無異議？（無）無異議，通過。,內文,0.0,0.0,,,,,
九、本院委員王育敏等20人擬具「勞工保險條例第六十六條及第六十九條條文修正草案」，請審議案。,報告事項(項目符號)/內文,0.0,0.0,,,,,
程序委員會意見：擬請院會將本案交社會福利及衛生環境委員會審查。,內文,0.0,0.0,,,,,
主席：請問院會，對本案照程序委員會意見處理，有無異議？（無）無異議，通過。,內文,0.0,0.0,,,,,
十、本院委員王育敏等23人擬具「就業保險法第十條、第十一條及第十九條之三條文修正草案」，請審議案。,報告事項(項目符號)/內文,0.0,0.0,,,,,
程序委員會意見：擬請院會將本案交社會福利及衛生環境委員會審查。,內文,0.0,0.0,,,,,
主席：請問院會，對本案照程序委員會意見處理，有無異議？（無）無異議，通過。,內文,0.0,0.0,,,,,
十一、本院委員王育敏等26人擬具「性別平等工作法第二條、第十六條之一及第二十一條條文修正草案」，請審議案。,報告事項(項目符號)/內文,0.0,0.0,,,,,
程序委員會意見：擬請院會將本案交社會福利及衛生環境委員會審查。,內文,0.0,0.0,,,,,
主席：請問院會，對本案照程序委員會意見處理，有無異議？（無）無異議，通過。,內文,0.0,0.0,,,,,
十二、本院委員蔡易餘等17人擬具「兒童及少年性剝削防制條例部分條文修正草案」，請審議案。,報告事項(項目符號)/內文,0.0,0.0,,,,,
程序委員會意見：擬請院會將本案交社會福利及衛生環境、司法及法制兩委員會審查。,內文,0.0,0.0,,,,,
主席：民進黨黨團提議本案逕付二讀，與相關提案併案協商，請問院會，有無異議？（無）無異議，本案逕付二讀，與相關提案併案協商。,內文,0.0,0.0,,,,,
十三、本院委員蔡易餘等16人擬具「國土計畫法第四十五條條文修正草案」，請審議案。,報告事項(項目符號)/內文,0.0,0.0,,,,,
程序委員會意見：擬請院會將本案交內政委員會審查。,內文,0.0,0.0,,,,,
主席：請問院會，對本案照程序委員會意見處理，有無異議？（無）無異議，通過。,內文,0.0,0.0,,,,,
十四、本院委員何欣純等18人擬具「補習及進修教育法增訂第九條之一條文草案」，請審議案。,報告事項(項目符號)/內文,0.0,0.0,,,,,
程序委員會意見：擬請院會將本案交教育及文化委員會審查。,內文,0.0,0.0,,,,,
主席：請問院會，對本案照程序委員會意見處理，有無異議？（無）無異議，通過。,內文,0.0,0.0,,,,,
十五、本院委員邱鎮軍等19人擬具「財政收支劃分法第八條、第十二條及第十六條之一條文修正草案」，請審議案。,報告事項(項目符號)/內文,0.0,0.0,,,,,
程序委員會意見：擬請院會將本案交財政委員會審查。,內文,0.0,0.0,,,,,
主席：請問院會，對本案照程序委員會意見處理，有無異議？（無）無異議，通過。,內文,0.0,0.0,,,,,
十六、本院委員邱鎮軍等22人擬具「地方民意代表費用支給及村里長事務補助費補助條例第六條條文及第五條附表修正草案」，請審議案。,報告事項(項目符號)/內文,0.0,0.0,,,,,
程序委員會意見：擬請院會將本案交內政委員會審查。,內文,0.0,0.0,,,,,
主席：國民黨黨團提議本案逕付二讀，並由國民黨黨團負責召集協商，請問院會，有無異議？（無）無異議，本案逕付二讀，並由國民黨黨團負責召集協商。,內文,0.0,0.0,,,,,
十七、本院委員徐欣瑩等16人擬具「總統副總統選舉罷免法第一百十六條條文修正草案」，請審議案。,報告事項(項目符號)/內文,0.0,0.0,,,,,
程序委員會意見：擬請院會將本案交內政委員會審查。,內文,0.0,0.0,,,,,
主席：請問院會，對本案照程序委員會意見處理，有無異議？（無）無異議，通過。,內文,0.0,0.0,,,,,
十八、本院委員葉元之等20人擬具「公立學校教職員退休資遣撫卹條例第六十七條條文修正草案」，請審議案。,報告事項(項目符號)/內文,0.0,0.0,,,,,
程序委員會意見：擬請院會將本案交司法及法制、教育及文化兩委員會審查。,內文,0.0,0.0,,,,,
主席：請問院會，對本案照程序委員會意見處理，有無異議？（無）無異議，通過。,內文,0.0,0.0,,,,,
十九、本院委員張嘉郡等16人擬具「野生動物保育法第十五條條文修正草案」，請審議案。,報告事項(項目符號)/內文,0.0,0.0,,,,,
程序委員會意見：擬請院會將本案交經濟委員會審查。,內文,0.0,0.0,,,,,
主席：請問院會，對本案照程序委員會意見處理，有無異議？（無）無異議，通過。,內文,0.0,0.0,,,,,
二十、本院委員林月琴等18人擬具「再生醫療法草案」，請審議案。,報告事項(項目符號)/內文,0.0,0.0,,,,,
程序委員會意見：擬請院會將本案交社會福利及衛生環境委員會審查。,內文,0.0,0.0,,,,,
主席：請問院會，對本案照程序委員會意見處理，有無異議？（無）無異議，通過。,內文,0.0,0.0,,,,,
二十一、本院委員林月琴等17人擬具「再生醫療製劑條例草案」，請審議案。,報告事項(項目符號)/內文,0.0,0.0,,,,,
程序委員會意見：擬請院會將本案交社會福利及衛生環境委員會審查。,內文,0.0,0.0,,,,,
主席：請問院會，對本案照程序委員會意見處理，有無異議？（無）無異議，通過。,內文,0.0,0.0,,,,,
二十二、本院委員蘇巧慧等23人擬具「地方民意代表費用支給及村里長事務補助費補助條例第六條、第七條及第十條條文修正草案」，請審議案。,報告事項(項目符號)/內文,0.0,0.0,,,,,
程序委員會意見：擬請院會將本案交內政委員會審查。,內文,0.0,0.0,,,,,
主席：請問院會，對本案照程序委員會意見處理，有無異議？（無）無異議，通過。,內文,0.0,0.0,,,,,
二十三、本院委員李彥秀等25人擬具「地方民意代表費用支給及村里長事務補助費補助條例第七條及第九條條文修正草案」，請審議案。,報告事項(項目符號)/內文,0.0,0.0,,,,,
程序委員會意見：擬請院會將本案交內政委員會審查。,內文,0.0,0.0,,,,,
主席：請問院會，對本案照程序委員會意見處理，有無異議？（無）無異議，通過。,內文,0.0,0.0,,,,,
二十四、本院委員李彥秀等17人擬具「性別平等工作法第十五條條文修正草案」，請審議案。,報告事項(項目符號)/內文,0.0,0.0,,,,,
程序委員會意見：擬請院會將本案交社會福利及衛生環境委員會審查。,內文,0.0,0.0,,,,,
主席：請問院會，對本案照程序委員會意見處理，有無異議？（無）無異議，通過。,內文,0.0,0.0,,,,,
二十五、本院委員林沛祥等20人擬具「都市計畫法第八十五條條文修正草案」，請審議案。,報告事項(項目符號)/內文,0.0,0.0,,,,,
程序委員會意見：擬請院會將本案交內政委員會審查。,內文,0.0,0.0,,,,,
