text,style,space_before,space_after,col_id,row_id,cell_width,cell_height,cell_id
"黨團協商紀錄",0000000,內文,0.0,0.0,,,,,
立法院第10屆第8會期黨團協商會議紀錄,11111111111111111111,內文,5.25,15.75,,,,,
"時　　間　中華民國113年1月8日（星期一）9時11分至9時59分",1111100000000000000000000000000000,主席(多位主席),0.0,0.0,,,,,
"地　　點　本院紅樓302會議室",1111100000000000,主席(多位主席),0.0,0.0,,,,,
"主　　席　游院長錫堃",11111000000,主席(多位主席),0.0,0.0,,,,,
"協商主題　研商「第十屆第八會期第一次臨時會」相關事宜（國民黨黨團提議）。",1111100000000000000000000000000000000,朝野協商(次標題)/內文,0.0,0.0,,,,,
"主席：各位黨團領袖、各位先進，我們現在進行今天的立法院黨團協商會議。今天會議的主題是研商委員曾銘宗等37人所提召開第10屆第8會期第一次臨時會的相關事宜案。接下來我們就開始，先請提案人說明一下。",11100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"曾委員銘宗：院長、各位同仁大家好。本席會同37位國民黨團委員提出要召開臨時會，為什麼要召開臨時會？以下是我們的具體理由，第一點是賴清德總統候選人在12月30號說有關高端的契約要公布，來釐清外界的爭議，這是第一點。第二點是這個契約有沒有圖利特定廠商？第三點是過去這疫苗也打了，但是外國都不接受，所以當時購買的高端疫苗到底有沒有符合國際的標準，能不能確保國人的權益？這三件事情國民黨團建議召開臨時會，邀請陳建仁院長來立法院講清楚、說明白，給國人一個具體的交代。",1111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"其實我可以講得更細一點，假設政府要培植國內的疫苗產業，國民黨團強力支持，但是可以比照過去國民黨時代培植台積電的方式，你補助它、你補助它，你要補助它5億、10億、20億，國民黨團都支持，但是你不能為了要培植高端，阻礙我們國人要捐贈疫苗也好，或者購買疫苗也好，過去你看連工商協進會、連慈濟、連佛光山要捐都擋，真的是拿人民的健康開玩笑。",0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"另外一點，我手上這個是高端公司的整個交易情況，從2020年的27塊，炒到2021年5月31號的417塊，到現在只是雙位數，在這個過程當中，有多少的散戶受傷慘重？但是都不願意啊！這個檢調查一查都說沒有內線交易，因為現在檢調在你們手上，而這裡……而且更何況金管會移送了9次資料，我這裡是把9次裡面比較嚴重的來跟大家報告，第一個是109年12月31號高端疫苗公告終止跟馬來西亞MGB公司備忘錄的協議，你看當時是12月31號，12月29號交易量就放大到6,690張，12月30號放大到8,316張，12月31號放大到5,731張，28號只有二千多張，12月25號只有九百多張。",000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"另外，更誇張的是110年5月13號6點半，那一天蔡英文總統宣布，預計7月底可以開始供應第一波國產疫苗，那一天是6點半才開記者會。接著，我們來看一看，5月10號交易量是2,118張，5月11號交易量跳到7,278張，5月12號跳到1萬3,558張，5月13號跳到1萬6,108張。這個說沒有內線交易，我真的不相信，本人當過金管會檢查局局長、金管會主委，這個說沒有內線交易，我真的不相信！",0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"另外，110年6月10號高端疫苗宣布新冠肺炎疫苗二期臨床試驗期間分析數據的解盲。你看，6月7號交易量是2,301張，6月8號交易量又跳升到8,740張，6月9號跳到7,439張，6月11號交易量只有355張。你說這個沒有內線交易，檢調查一查說沒有，檢調在你們手上，要查就查，不查就不查啦！所以這個有很多的散戶罵死了、罵死了，從27塊漲到417塊，現在又跌下來，多少散戶損失慘重？這哪有公平正義？這哪有公平正義？這哪有公平正義？謝謝。",0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"主席：好，謝謝。來，邱總召。",111000000000000,內文,0.0,0.0,,,,,
"邱委員臣遠：好，謝謝院長還有各黨團黨鞭。我想今天協商的重點是針對高端採購合約，還有國人相關的疑慮要進行臨時會的召開。我先表達台灣民眾黨黨團的立場，我們也是贊成要儘速召開臨時會，並且邀請行政院陳建仁院長到國會來做專案報告，報告的內容包含高端疫苗採購合約相關細節的公開。第二個，針對相關過程中EUA的申請，還有高端研發的過程，甚至是剛剛提到了有股價異常的波動，是不是有圖利特定的廠商等等，另一方面是針對藥害損害的賠償。其實這幾個主張都應該在這一次的臨時會專案報告中，來向國人說清楚、講明白。我們重申，台灣民眾黨絕對贊成國家發展戰略物資疫苗、國產疫苗的開發，但是不能接受的是在這個過程中不夠公開透明，甚至是不是有圖利特定廠商的情形。",11111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"高端身為一個上市公司，對於政府的採購案，其實它有對國人說明的義務跟權利，所以我們認為它本來就應該要公開透明，但是2年前高端卻說是衛福部要求不公開，衛福部到底為什麼這麼害怕？我們可以看到，其實這一次包含在總統辯論會的時候，賴清德總統候選人也公開贊成說，他同意要公開相關的合約；但是我們卻看到行政院鄭文燦副院長說，衛福部會跟高端協商，公布時間由兩者決定，可以說是兩邊互相甩鍋來甩鍋去。行政院院長也先放訊息說，合約公開必須高端開股東會同意，衛福部的薛瑞元也打臉說，解密需要董事會開會決議，衛福部將持續跟對方聯繫，但是時間無法預測，那是怎麼樣？是你們如果沒有這個協議的結果，你們就不公開了嗎？包含之前的衛福部長陳時中也說，簽過的合約就可以任意公開嗎？而且這個批評是對合約的不尊重，這種人當總統必然是災難。我覺得這樣的說法是沒有人可以接受的。",0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"我們這邊提供一個資訊，這個是高端公司在110年5月28號對外發布的重訊，當時的第6點就有明確地提到，這個相關「限制條款（解除者不適用）：依採購機關的要求，合約其他細節不予公開。」重點在這一句「依採購機關的要求」。也就是說高端公司在110年5月28號對外的重訊就已經明確說出了，採購合約沒有辦法對外公開是因為針對採購機關的要求，那採購機關是誰？就是我們的衛福部嘛！就是我們的行政院嘛！到底是誰在打假球？到底是誰在甩鍋？我們希望這次可以把它釐清清楚。",00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"另一個部分，到底是封存還是保存？我們可以看到這個部分是審計部在第6會期第4次會議的關係文書，當時就已經有提出了疾管署歷次採購的簽辦文件均未見價格分析資料或者依據，且部分採購的文件保密期限長達30年以上，到140年始得解密，這個不是封存，什麼是封存？審計部的報告中也明確地指出了。",00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"包含近期我們可以看到上至賴清德副總統下至疾管署發言人羅一鈞，包含前部長陳時中、行政院長陳建仁，還有現在的薛瑞元部長，大家對於高端解封的表態，其實說法上都是把它推給高端公司；但是高端公司在之前的110年5月28號重訊就明確表達，只要採購方它同意，基本上是採採購方的要求。",000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"所以我們呼籲行政院儘快到國會來說清楚講明白，第一個，針對採購合約的內容；第二個，針對股價有沒有異常波動、有沒有圖利特定廠商，還有相關EUA的申請。我們可以看到高端的大事紀，在2020年到2021年從二期臨床的試驗獲准，到2021年5月30號簽約採購，還有到6月10號公布EUA的標準，下午就二期解盲，這中間其實有太多國人需要瞭解的狀況，包含我們剛剛講到是不是也有……",0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"前年11月其實我們有到監察院提出檢舉案，包含這中間有沒有委託疑似中資公司丘以思來進行二期臨床實驗，在疫情這麼緊急的狀況下、國人對疫苗需求這麼急迫的狀況下，是不是有一路護航高端，然後來去擋海外的相關國際已經認證的疫苗？這個其實很多國人都需要瞭解。所以我們主張臨時會一定要召開，院長報告的內容也不僅止於合約採購的細節，應該還要把相關的疑慮都一次講清楚、說明白，所以這個是民眾黨的基本態度。謝謝。",0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"主席：好，謝謝邱總召。",111000000000,內文,0.0,0.0,,,,,
"接下來陳椒華總召。",0000000000,內文,0.0,0.0,,,,,
"陳委員椒華：副總召啦！",111111000000,內文,0.0,0.0,,,,,
"主席：好。",111000,內文,0.0,0.0,,,,,
"陳委員椒華：謝謝院長。我想高端這個事件，從疫情開始就是扶植國產疫苗到現在燒這麼久，到2024大選前還有很多沒有釐清，我在這個過程中聽到民眾抱怨執政黨最多之一就是疫苗，包括高端這個事情，所以我們看到全面執政即使有做錯事情，也不敢公開，就隱瞞，我覺得這也是國人對於執政黨的不滿、非常不滿，所以現在大家會喊出不要過半，三黨不過半、四黨不過半，當然我們也希望大家支持時代力量，當然要過5%，我們還在努力。",1111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"今天我要表達的不管幾黨不過半，不要傲慢啦！你即使8年執政過半，像這麼簡單的事情拖這麼久！我覺得柯總召真的要負最大的責任，就不公開啊！2021年衛環委員會成立調閱專案小組，很多重要的資訊衛福部都遮蔽全黑、塗黑，為什麼衛福部敢把它塗黑？一定是柯總召同意的啊！縱容這些行政部門這麼地多、這麼地顢頇，都是被柯總召你寵壞啦！所以剛剛我們聽到邱總召說的高端可以公開啊！就是採購單位我們衛福部不敢！陳時中在怕什麼？所以今天我們希望儘快公開，儘快公開搞不好可以救我們執政黨的選情，不要再隱瞞了！我覺得高端這個事情讓很多國人都受不了，講都講不清楚，每次都用過半的表決來否定該公開透明的事情，這也是我們非常不滿的。司法改革、揭弊者保護法到這一屆都不願意送進來，都是柯總召把行政部門、把行政院都寵壞了，甚至監察院也不查、司法也不查，我們非常不滿。",000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
