text,style,space_before,space_after,col_id,row_id,cell_width,cell_height,cell_id
"　　　　　　　　　　　　　　　　　　　　　　　　　　　　　議案編號：202110017320000",00000000000000000000000000000000000000000000000000,內文,0.0,8.350000381469727,,,,,
"立法院議案關係文書　 eq \o\ad(\s\up5(（中華民國41年9月起編號）),\s\do5(中華民國113年3月20日印發))",000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"",0,內文,0.0,0.0,,,,,
院總第20號,000000,院總號/內文,0.0,0.0,1,1,1,1,0
委員,00,提案號/內文,0.0,0.0,2,1,1,1,0
提案第,000,提案號/內文,0.0,0.0,3,1,1,1,0
11001732,00000000,提案號/內文,0.0,0.0,4,1,1,1,0
號,0,提案號/內文,0.0,0.0,5,1,1,1,0
,,提案號/內文,0.0,0.0,6,1,1,1,0
,,提案號/內文,0.0,0.0,7,1,1,1,0
,,內文,0.0,0.0,2,1,1,1,0
"",0,案由(議)/內文,0.0,0.0,,,,,
"案由：本院委員賴瑞隆、邱志偉等17人，鑑於憲法增修條文第四條第三項賦予立法院於每年集會時，得聽取總統國情報告之權責，卻因國內憲政制度未臻健全，使總統國情報告之時機與方式屢遭質疑政治考量，未能具體實施，參酌美國總統赴國會進行國情咨文報告為例，總統就其職權相關之國家大政方針，每年得定期咨請立法院同意後，至立法院進行國情報告。爰擬具「立法院職權行使法第十五條之二條文修正草案」。是否有當？敬請公決。",000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,案由(議)/內文,0.0,0.0,,,,,
"",0,案由(議)/內文,0.0,0.0,,,,,
"說明：",0000,說明/內文,0.0,0.0,,,,,
"一、我國憲法增修條文第四條第三項規定：「立法院於每年集會時，得聽取總統國情報告。」現行立法院職權行使法第十五條之二，賦予立法院與總統對於總統赴立法院針對國家安全大政方針進行國情報告之啟動機制，卻因國內憲政制度未臻健全，使總統國情報告之時機與方式屢遭質疑政治考量，至今未能具體實施，國會與民意對總統大政方針產生疑慮，影響國家安全基礎。",00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,說明(無函件項目符號)/內文,0.0,0.0,,,,,
"二、參酌外國法制，美利堅合眾國憲法第二條第三款前段規定：「總統應經常向國會報告聯邦的情況，並向國會提出他認為必要和適當的措施，供其考慮美國總統國情咨文報告」。原本僅為籠統的規範，然而自威爾遜（Woodrew Welson）總統就任總統以來的百年間，已形成總統於每年一月底參眾兩院聯席會議前以演講形式發表國情咨文之憲政慣例，不僅作為國會參與國家大政方針之指標，亦為總統宣示施政目標之場合，值得我國仿效。除總統制典型的美國外，採行雙首長制的法國與俄羅斯等，亦皆有總統至國會進行國情咨文報告的制度，俄羅斯更是每年定期舉行，亦可資借鏡。",0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,說明(無函件項目符號)/內文,0.0,0.0,,,,,
"",0,內文,0.0,0.0,,,,,
"",0,內文,0.0,0.0,,,,,
"提案人：賴瑞隆　　邱志偉　　",000000000000000,提案連署人-議程/內文,0.0,0.0,,,,,
"連署人：林岱樺　　李坤城　　沈發惠　　陳俊宇　　黃　捷　　蔡易餘　　何欣純　　徐富癸　　劉建國　　邱議瑩　　王美惠　　吳秉叡　　吳思瑤　　陳亭妃　　蘇巧慧　　",00000000000000000000000000000000000000000000000000000000000000000000000000000000,提案連署人-議程/內文,0.0,0.0,,,,,
