text,style,space_before,space_after,col_id,row_id,cell_width,cell_height,cell_id
"委員會紀錄",000000,內文,5.25,15.75,,,,,
立法院第11屆第1會期司法及法制委員會第17次全體委員會議紀錄,11111111111111111111111111111111,內文,5.25,15.75,,,,,
"時　　間　中華民國113年4月25日（星期四）9時至17時8分",11111000000000000000000000000000,朝野協商(次標題)/內文,0.0,0.0,,,,,
"地　　點　本院紅樓302會議室",1111100000000000,朝野協商(次標題)/內文,0.0,0.0,,,,,
"主　　席　鍾委員佳濱",11111000000,內文,0.0,0.0,,,,,
"本日議程　報告事項",1111000000,內文,0.0,0.0,,,,,
"宣讀上次會議議事錄。",00000000000,內文,0.0,0.0,,,,,
"討論事項",00000,內文,0.0,0.0,,,,,
"一、繼續審查",0000000,內文,0.0,0.0,,,,,
"(一)民進黨黨團擬具「立法院組織法部分條文修正草案」案。",00000000000000000000000000000,內文,0.0,0.0,,,,,
"(二)委員高金素梅等23人擬具「立法院組織法第三十二條條文修正草案」案。",0000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"(三)委員賴瑞隆等16人擬具「立法院組織法第三條、第五條及第三十二條條文修正草案」案。",00000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"(四)委員高金素梅等17人擬具「立法院組織法第三十三條條文修正草案」案。",0000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"二、繼續審查",0000000,內文,0.0,0.0,,,,,
"(一)民進黨黨團擬具「立法委員行為法第七條之一及第三十條條文修正草案」案。",00000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"(二)委員賴瑞隆等16人擬具「立法委員行為法部分條文修正草案」案。",0000000000000000000000000000000000,內文,0.0,0.0,,,,,
"(三)委員范雲等18人擬具「立法委員行為法第七條條文修正草案」案。",0000000000000000000000000000000000,內文,0.0,0.0,,,,,
"三、繼續審查",0000000,內文,0.0,0.0,,,,,
"(一)民進黨黨團擬具「立法院議事規則第四十七條、第四十八條及第五十二條條文修正草案」案。",000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"(二)委員賴瑞隆等16人擬具「立法院議事規則第九條、第二十二條及第五十條條文修正草案」案。",0000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"四、",000,內文,0.0,0.0,,,,,
"(一)繼續審查民進黨黨團擬具「立法院職權行使法部分條文修正草案」案。",00000000000000000000000000000000000,內文,0.0,0.0,,,,,
"(二)繼續審查委員呂玉玲等17人擬具「立法院職權行使法第十五條之一條文修正草案」案。",0000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"(三)繼續審查委員呂玉玲等16人擬具「立法院職權行使法增訂第二十八條之三及第二十八條之四條文草案」案。",0000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"(四)繼續審查委員鄭天財Sra Kacaw等19人擬具「立法院職權行使法部分條文修正草案」案。",000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"(五)繼續審查委員翁曉玲等17人擬具「立法院職權行使法部分條文修正草案」案。",000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"(六)審查委員羅智強等22人擬具「立法院職權行使法第二十五條條文修正草案」案。",0000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"【第四案(六)如經院會復議，則不予審查】",000000000000000000000,內文,0.0,0.0,,,,,
"答詢官員　立法院秘書長周萬來",111110000000000,列席官員(多位官員)/內文,0.0,0.0,,,,,
"立法院副秘書長張裕榮",00000000000,列席官員(多位官員)/內文,0.0,0.0,,,,,
"立法院資訊處處長鄭輝彬",000000000000,列席官員(多位官員)/內文,0.0,0.0,,,,,
"立法院人事處處長黃瑞月",000000000000,列席官員(多位官員)/內文,0.0,0.0,,,,,
"司法院行政訴訟及懲戒廳廳長程怡怡",00000000000000000,列席官員(多位官員)/內文,0.0,0.0,,,,,
"衛生福利部保護服務司專門委員張靜倫",000000000000000000,列席官員(多位官員)/內文,0.0,0.0,,,,,
"行政院人事行政總處組編人力處處長張翠娟",00000000000000000000,列席官員(多位官員)/內文,0.0,0.0,,,,,
"張主任秘書智為：報告委員會，出席委員9人，已足法定人數，請主席宣布開會。",1111111100000000000000000000000000000,內文,0.0,0.0,,,,,
"主席：現在開會。進行報告事項。",1110000000000000,內文,0.0,0.0,,,,,
"宣讀上次會議議事錄。",00000000000,內文,0.0,0.0,,,,,
" INCLUDEPICTURE ""\\\\Dpc18\\掃瞄圖檔\\十月份\\1002\\100-\\100-001.jpg"" \* MERGEFORMAT ",000000000000000000000000000000000000000000000000000000000000000000000000000000000,圖片內文/內文,0.0,0.0,,,,,
"立法院第11屆第1會期司法及法制委員會第16次全體委員會議議事錄",111111111111111111111111111111110,內文,0.0,0.0,,,,,
"時　　間：中華民國113年4月24日（星期三）上午9時1分至12時18分",1111100000000000000000000000000000000,主席(多位主席),0.0,0.0,,,,,
"地　　點：本院紅樓302會議室",1111100000000000,主席(多位主席),0.0,0.0,,,,,
"出席委員：黃國昌　　沈發惠　　莊瑞雄　　陳俊宇　　羅智強　　謝龍介　　鍾佳濱　　吳思瑤　　林思銘　　吳宗憲　　翁曉玲　　柯建銘　　",111110000000000000000000000000000000000000000000000000000000000000,朝野協商(次標題)/內文,0.0,0.0,,,,,
"　　　委員出席12人",00000000000,朝野協商(內文)/內文,0.0,0.0,,,,,
"列席委員：黃珊珊　　鄭天財Sra Kacaw　　　麥玉珍　　楊瓊瓔　　葛如鈞　　陳培瑜　　邱志偉　　鄭正鈐　　何欣純　　賴士葆",1111100000000000000000000000000000000000000000000000000000000000,朝野協商(次標題)/內文,0.0,0.0,,,,,
"　　　委員列席10人",00000000000,朝野協商(內文)/內文,0.0,0.0,,,,,
"列席官員：司法院秘書長　吳三龍",1111100000000000,列席官員(多位官員)/內文,0.0,0.0,,,,,
