text,style,space_before,space_after,col_id,row_id,cell_width,cell_height,cell_id
黨團協商紀錄,內文,0.0,0.0,,,,,
立法院第11屆第1會期黨團協商會議紀錄,內文,5.25,15.75,,,,,
時　　間　中華民國113年2月5日（星期一）15時至16時10分,主席(多位主席),0.0,0.0,,,,,
地　　點　本院紅樓302會議室,主席(多位主席),0.0,0.0,,,,,
主　　席　韓院長國瑜,主席(多位主席),0.0,0.0,,,,,
協商主題　一、研商「第11屆第1會期開議日」相關事宜。,朝野協商(次標題)/內文,0.0,0.0,,,,,
　　　二、研商第11屆立法委員席次（各政黨委員議場席位區域劃分）。,朝野協商(內文)/內文,0.0,0.0,,,,,
主席：我們江副院長、周秘書長，還有國民黨團的傅總召、孟楷書記長、思銘首席副書記長；民眾黨團的國昌總召、珊珊副總召，還有春城幹事長；以及民進黨團的柯總召、思瑤幹事長，還有瑞雄書記長，各位我們院裡面的工作夥伴。今天是朝野協商的第一次，也是所有國人同胞密切注意跟期待的第一次朝野協商，對不起！陳昭姿委員，對不起，我忘記了，對不起啊！國成書記長，對不起、對不起！,內文,0.0,0.0,,,,,
我想大家的期待感都很高哦！尤其對這一屆立法院，在正式朝野協商之前，我有一些心裡的話想要跟大家報告，從當選院長這三天來，接到很多電話關切：注意哦！不要隨便開玩笑哦！走路要靠右邊哦！做人要有禮貌哦！口袋裡要帶手帕、衛生紙哦！弄得好像韓國瑜已經不是韓國瑜了，所以我覺得開會的確要有端莊跟嚴肅的一面，但是我覺得要特別跟大家、各位黨團報告，我的個性就是很真誠、很熱情的，如果因為當了院長以後變得自己不是自我，過一個月之後早上起來照鏡子，好像滿清紫禁城裡面來的老太監一樣，面容枯槁、面無表情，我覺得這不是我們要的，我覺得真誠、熱情是一貫的，做人的個性也好，所以我覺得對所有黨團成員跟我們每一個委員同仁，我還是秉持這個，我想了好幾天，還是一樣真誠、熱情，我覺得這一點是對營造整個院裡面的氛圍，非常非常的重要，所以我希望各位也能夠思考一下我講的，將來朝野協商也好、院會也好，有很多衝突跟爭執，但是如果我當院長的出面，我一定秉持這個原則，非常的熱情、非常的善良、非常的真誠，我希望我們院裡面能夠有這樣一個主導的氣氛存在，所以這一點請大家務必要能信任，有利於未來幾年我們一起來合作、來打拚，這一點要特別跟大家報告。接下來我們就正式開朝野協商會議，我們現在正式宣布開會，謝謝。,內文,0.0,0.0,,,,,
我跟各位建議，我們先從最單純的，就是各政黨委員議場席位區域劃分開始好不好？這裡面大家會有一張表格，未來我們所有委員在議場裡面的座位席次，這是上一屆讓大家參考的，包括左上角時代力量等等，請大家自行參考。大家看完之後，歡迎來我這裡填，填下來以後就簽字，我們就定案好不好？好，請幕僚說明一下。,內文,0.0,0.0,,,,,
高處長百祥：跟各位黨鞭說明一下，我們現在手上所拿的座位表是上一屆院裡面有4個黨團，現在這一屆我們有3個黨團，大家可以看到過去時代力量黨團、民眾黨團、國民黨團跟民進黨團在院會都會有一個第一個立面，現在就是時代力量黨團的位置要怎麼去處理，因為民眾黨團的席次也有點變化，所以等一下只要各黨鞭來這邊，我們看要怎麼劃，把它劃好之後，就可以依據這個表讓各黨團的委員回去填他們要的位置，我們院會才能夠按照大家的位置去安排表決器表決的座位表，所以這個比較重要，涉及到將來第一次院會開會的時候，如果將來要表決就是按照這個座位表，所以我們現在只劃區塊，但是各黨團的內部委員是坐哪個位置倒也不至於……，就是先把區塊劃出來，比方說，民眾黨團應該要劃在哪八個位置，民進黨團大概在哪個位置，這個是上一屆的參考，看大家的意見怎麼樣？,內文,0.0,0.0,,,,,
主席：請三位總召表達意見。,內文,0.0,0.0,,,,,
柯委員建銘：沒有意見，就照過去嘛！照上一屆嘛！,內文,0.0,0.0,,,,,
主席：好，柯總召、民進黨這邊對新的沒有意見，民主進步黨對這個新的區域劃位法沒有……,內文,0.0,0.0,,,,,
柯委員建銘：新的是這樣子啊？,內文,0.0,0.0,,,,,
主席：對。,內文,0.0,0.0,,,,,
江副院長啟臣：對，剛發的。,內文,0.0,0.0,,,,,
主席：剛剛是舊的，現在是新的。,內文,0.0,0.0,,,,,
柯委員建銘：好。,內文,0.0,0.0,,,,,
主席：請國民黨團也看一下這個位子，請民眾黨團也看一下這個位子。,內文,0.0,0.0,,,,,
柯委員建銘：大家講好就好了，OK啊。,內文,0.0,0.0,,,,,
主席：好，民進黨團柯總召沒有意見，請問一下傅總召跟洪書記長？,內文,0.0,0.0,,,,,
傅委員崐萁：沒有意見。,內文,0.0,0.0,,,,,
主席：好，請問一下黃總召跟黃副總召？,內文,0.0,0.0,,,,,
黃委員國昌：謝謝院長。針對座位劃分的地方，我們在2月1日報到的時候，當場有議事人員問我們的看法，我當場也跟他們表達了我們期待的座位，只不過我們最後看到他們預劃的座位跟我們期待的座位有一些落差。所以今天在黨團協商之前，我們針對希望劃的辦法有提給院長這邊，再看院長協調，或是其他兩位黨團的代表看看是否對我們所期待劃出來的位子能否同意？以上。,內文,0.0,0.0,,,,,
柯委員建銘：這個是不是？我沒有意見啊，這樣剛好一排，8個。,內文,0.0,0.0,,,,,
主席：這個就是台灣民眾黨把他們自己在第二排那邊拉成一排。,內文,0.0,0.0,,,,,
柯委員建銘：可以啊！很好啊！,內文,0.0,0.0,,,,,
主席：17、18、19……,內文,0.0,0.0,,,,,
柯委員建銘：很完整啊，可以啦。那前面三個位子就空著嘛？,內文,0.0,0.0,,,,,
吳委員思瑤：那是我們的，民進黨三個。,內文,0.0,0.0,,,,,
柯委員建銘：民進黨三個？,內文,0.0,0.0,,,,,
吳委員思瑤：對，被他們劃開了。,內文,0.0,0.0,,,,,
柯委員建銘：好啦，沒關係啦，OK。,內文,0.0,0.0,,,,,
主席：好，如果沒有意見，能不能請三位總召、書記長簽個字，我們就把這個案子定下來，好不好？我們就以台灣民眾黨剛剛發的這張新的表格作為區劃圖，謝謝。,內文,0.0,0.0,,,,,
簽好字了嗎？議事人員，都簽好了沒有？,內文,0.0,0.0,,,,,
高處長百祥：對，都簽好了。,內文,0.0,0.0,,,,,
主席：謝謝大家，開了一個滿堂紅，第一案順利通過。,內文,0.0,0.0,,,,,
第二案，開議日，請各黨團表達意見，謝謝。,內文,0.0,0.0,,,,,
傅委員崐萁：你是執政黨，先來。,內文,0.0,0.0,,,,,
