text,style,space_before,space_after,col_id,row_id,cell_width,cell_height,cell_id
立法院第11屆第1會期黨團協商會議紀錄,11111111111111111111,內文,5.25,15.75,,,,,
"時　　間　中華民國113年5月13日（星期一）14時8分至17時25分",111110000000000000000000000000000000,主席(多位主席),0.0,0.0,,,,,
"地　　點　本院紅樓302會議室",1111100000000000,主席(多位主席),0.0,0.0,,,,,
"主　　席　韓院長國瑜",11111000000,主席(多位主席),0.0,0.0,,,,,
"協商主題　一、研商「中國國民黨黨團，建請院會作成決議：於新任行政院院長施政方針報告前，邀請賴清德總統至立法院進行國情報告，請公決案。」相關事宜。（國民黨黨團提議）",1111100000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"二、研商「台灣民眾黨黨團，建請院會作成決議：於新任行政院院長施政方針報告前，邀請賴清德總統至立法院進行國情報告，並依法回應立法委員提出之問題，請公決案。」相關事宜。（第13次院會決議）。",0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"三、繼續研商「環島高速鐵路建設特別條例草案」、「花東快速公路建設特別條例草案」等2案。（國民黨黨團提議）",00000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"主席：本院江副院長、周秘書長、各位黨團幹部，還有交通部王部長、各位列席的官員，還有各位黨團幹部、各位工作夥伴，今天黨團協商正式開始。",1110000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"今天最主要有3個案，第一案、第二案我們可以考慮併案討論，第一案就是國民黨黨團建請院會作成決議，對於新任行政院長施政方針報告前，邀請賴清德總統至立法院進行國情報告，請公決案，這是第一案；第二案，台灣民眾黨黨團提出，建請院會作成決議，對於新任行政院長施政方針報告前，邀請賴清德總統至立法院進行國情報告，並依法回應立法委員提出之問題，請公決案。這2個案建議黨團幹部可以併案討論。第三案就是繼續研商環島高速鐵路建設特別條例草案以及花東快速公路建設特別條例草案2案，由國民黨黨團提議。",0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"現在我們針對第一案、第二案總統國情報告併案討論，希望今天能夠獲得一個比較完善的、各黨團共同的決議。哪一位要發言？",000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"柯委員建銘：提案黨團。",111111000000,內文,0.0,0.0,,,,,
"主席：請國民黨團跟台灣民眾黨團說明，請國民黨團傅崐萁總召說明。",11100000000000000000000000000000,內文,0.0,0.0,,,,,
"傅委員崐萁：謝謝院長，各黨黨鞭柯總召還有黃總召。從過去臺灣中華民國民主憲政發展以來，總統都有到國民大會做國情報告，並備詢答，讓國家發展的方向能夠更加地清楚，而這些具有民意的各黨籍國大代表都能夠確實地反映基層的聲音，能夠讓總統聽到來自各個不同面向的希望，以及對於基層的聲音能有基礎了解之後，在國家整體發展面向上能夠更加地多元、能夠更加地順利執行，也讓朝野能夠一起把國家往前全面地推動。",111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"自從國民大會以及臺灣省議會正式併入單一國會立法院之後，過去原有這樣的一個憲政慣例，反而在民國87年立法院擴充為225席，把國民大會跟省議會併進來以後成為單一的、民選的、全國性的、基層的代議士，從立法院推動到現在，還沒有總統正式來到立法院做國情報告，並備詢答。",0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"今天中國國民黨提出一個這樣的提案，就是希望回復到過去總統能夠到國會，不只能夠把所有施政的面向讓全國國人瞭解，也能夠讓所有立法委員針對總統所提出的國情報告，有不懂的地方或者是有其他面向可以一起討論的時候來跟總統提出相關問題，並請總統能夠讓這些立法委員有不清楚的地方更加地釐清說明，讓國家發展的方向能夠更加地明確。",000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
