text,style,space_before,space_after,col_id,row_id,cell_width,cell_height,cell_id
立法院第11屆第1會期黨團協商會議紀錄,11111111111111111111,內文,5.25,15.75,,,,,
"時　　間　中華民國113年2月19日（星期一）10時33分至11時41分",1111100000000000000000000000000000000,主席(多位主席),0.0,0.0,,,,,
"地　　點　本院紅樓302會議室",1111100000000000,主席(多位主席),0.0,0.0,,,,,
"主　　席　韓院長國瑜",11111000000,主席(多位主席),0.0,0.0,,,,,
"協商主題　研商「邀請行政院院長率同相關部會首長就『民進黨政府執政八年所造成台灣食安問題總檢討』進行專案報告」相關事宜（國民黨黨團提議）。",111110000000000000000000000000000000000000000000000000000000000000000,朝野協商(次標題)/內文,0.0,0.0,,,,,
"主席：謝謝大家。江副院長、周秘書長、各黨團所有的幹部，還有所有一起陪同來的助理、秘書，非常感謝大家。今天我們協商的主題是研商、討論國民黨黨團提議，有關食安專案報告相關事宜時程上如何安排，請各黨團一起來交換意見。今天大年初十，我們剛剛才拜年完，希望氣氛非常的融洽。我們先請提案的國民黨黨團進行說明，傅總召請。",1110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"傅委員崐萁：韓院長、江副院長、柯總召、黃總召，謝謝今天韓院長召集朝野協商。針對農曆年前後的紛紛擾擾，到底臺灣的食安狀況是西布特羅的單一事件，還是……八年來到底我們國人的健康跟所有的相關問題，有沒有確實的被政府良好地把關？這是一個非常重要的議題，尤其2,300萬人都在這塊土地上，大家的健康都是一致的。我特別感念當時反萊豬進口，柯總召在戰車上慷慨激昂，我也都記得，那一幕感動了我，一直到現在。國人的健康絕對不能退讓，食安上瘦肉精要零檢出。現在我們確實應該好好的檢討，不光是西布特羅，即便它是單一事件也好，國人的健康到底要怎麼樣守護？甚至日本核食未來會不會再扣關？這個都是我們要很務實面對的一個事情。在這裡希望建請各黨團思考，因為這個不是誰的事情，是2,300萬人共同在這塊土地上所面臨食安、健康的問題。我們的孩子、我們的家庭都在這裡，牽涉呱呱落地的孩子能不能健康、平安地長大，因此所有民以食為天的問題一定要很務實地面對、檢討。",11111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"今天是19號，如果各黨團同意接受的話，明天（20號）立法院正式開議的第一天，是不是有請行政院陳建仁院長到立法院，就這八年食安總檢討的相關事宜，讓立法院各黨的同仁能夠做所有的意見交換跟溝通，也讓我們的行政院未來在把關上，能夠接納更多的、方方面面的意見，照顧好我們人民，民以食為天、最基本、最卑微的、安全的要求？",00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"主席：謝謝我們國民黨黨團傅總召的說明。那是高金委員嗎？戴口罩的。高金委員新年快樂。接下來柯總召請。",11100000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"柯委員建銘：院長、副院長、各位協商代表，針對今天的主題，第一個表示我們的意見。其實大家都知道，過去開議日的朝野協商，順便會談到一個題目，就是開議當天要有專案報告，不管過去我們執政這麼多年，不管費鴻泰總召、曾銘宗總召、BNT疫苗、日本食品等等，我們都一概接受，免得大家再去抗爭、再停下來，浪費時間，還是一樣要處理。作為執政黨，當然要面對所有的挑戰，我們不會迴避，這是第一點，所以這個事情我早就在臉書上寫得很清楚，就是我們沒有所謂的臨時會，可以由院長來主持朝野協商，把開議日當天的專案報告訂下來，這沒有問題。",1111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
