text,style,space_before,space_after,col_id,row_id,cell_width,cell_height,cell_id
"王委員美惠：（18時）院長、在立法院外面的鄉親兄弟姊妹以及所有全國的鄉親兄弟姊妹，大家晚安、大家好。今天從早上到現在，說實在的，我覺得身為立法院的一分子，尤其從5月17號開始，吵的吵、打拚的打拚，說要討論，也不討論，有這麼趕嗎？在委員會也不討論，到這裡也不討論，一個這麼重要的法案，只給1個人3分鐘的發言就解決了。尤其我相信在座的同仁，地方選你出來是為了國家、為了民主，不是選你出來剝削百姓的權利！你們自己摸摸良心，你們修這個法對得起臺灣嗎？對得起臺灣嗎？",1111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"各位鄉親兄弟姊妹，修法要國會改革，任何人都不會反對，但是你們修這個法對得起臺灣人嗎？說實在的，這樣對嗎？你們當立委，大到這樣是嗎？是要保護臺灣人，不是剝削臺灣人的權利！臺灣加油！",000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"主席：謝謝王美惠委員的發言。",111000000000000,內文,0.0,0.0,,,,,
"接下來請登記第23號邱議瑩委員發言。",0000000000000000000,內文,0.0,0.0,,,,,
"邱委員議瑩：（18時2分）各位立法院的同仁、各位在立法院場外所有敬愛的臺灣國民，大家晚安。立法院的政變劇本一步一步照著習近平的規劃在走，傅崐萁所領導的國民黨立法院黨團無視10萬公民包圍的怒吼，無視立法院發生有史以來最慘無人道的衝突抗爭，用4天4夜的時間強行輾壓通過黑箱國會擴權的法案，國民黨在這4天裡頭充分展現什麼叫做用民主反民主，國民黨也充分讓大家看到他們是如何照著習近平的劇本在演出。",111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"我今天早上已經說過，來自一份送給國台辦的報告，中國就是要利用國民黨領導、傅崐萁領導、韓國瑜領導的政團在立法院裡頭發動政變，首先是國會擴權的案子，讓國會有聽證權、讓國會有調查權，接下來他們就準備要架空立法院、架空臺灣的總統，這是人民要的嗎？剛剛國民黨通過的三讀文字修正案，連柯志恩都說這樣是有問題的，連周萬來秘書長都說這樣是有問題的，所以你們才撤案啊，如果沒有被我們抓到的話，你們是不是還要強行繼續黑箱通過國會擴權？",0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"主席：謝謝……",11100000,內文,0.0,0.0,,,,,
"邱委員議瑩：國會黑箱莫此為甚啊！國民黨，摸著你們的良心吧！用臺灣的民主反民主，讓習近平的手公然伸入臺灣的國會，你們讓傅崐萁為所欲為……",11111100000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"主席：謝謝邱議瑩委員，謝謝。",111000000000000,內文,0.0,0.0,,,,,
"邱委員議瑩：你們讓傅崐萁牽著你們的鼻子走，你們完全沒有思考能力、完全沒有判斷能力，這就是臺灣國會最大最大的悲哀啊！",1111110000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
