text,style,space_before,space_after,col_id,row_id,cell_width,cell_height,cell_id
繼續開會（19時2分）,內文,0.0,0.0,,,,,
主席：報告院會，現在我們繼續開會。,內文,0.0,0.0,,,,,
（反黑箱！反擴權！）,內文,0.0,0.0,,,,,
主席：現在進行增訂第五十九條之三，請宣讀條文（參閱附錄）。,內文,0.0,0.0,,,,,
國民黨黨團、台灣民眾黨黨共提再修正動議：,內文,0.0,0.0,,,,,
第五十九條之三　　由調查委員會、調查專案小組、委員會舉行之聽證會，以召集委員為主席，調查委員會、調查專案小組、委員會成員，得出席聽證會；由全院委員會舉行者，以院長為主席，全體立法委員均得出席。聽證會得邀請政府人員及社會上有關係人員出席表達意見與證言。,條/內文,0.0,0.0,,,,,
應邀出席人員非有正當理由，不得拒絕出席。,條文內文/內文,0.0,0.0,,,,,
民進黨黨團再修正動議：,內文,0.0,0.0,,,,,
第五十九條之三　　調閱專案小組之成員，由該委員會委員擔任之。,條/內文,0.0,0.0,,,,,
調閱專案小組置召集委員二人，由該委員會召集委員擔任之。,條文內文/內文,0.0,0.0,,,,,
調閱專案小組所需之工作人員，由立法院各委員會或主辦委員會指派之。,條文內文/內文,0.0,0.0,,,,,
調閱專案小組於必要時，得請求院長指派專業人員協助之。,條文內文/內文,0.0,0.0,,,,,
主席：報告院會，我們現在準備表決，然後按鈴7分鐘。7分鐘之後清點人數，再請賴委員瑞隆準備發言。,內文,0.0,0.0,,,,,
我們依序先按鈴7分鐘。,內文,0.0,0.0,,,,,
（按鈴）,內文,0.0,0.0,,,,,
主席：請議事人員再次清點人數。,內文,0.0,0.0,,,,,
（清點人數）,內文,0.0,0.0,,,,,
主席：報告院會，現在清點人數。向院會報告，現在總共107位委員。,內文,0.0,0.0,,,,,
報告院會，我們首先請賴瑞隆委員發言。,內文,0.0,0.0,,,,,
賴委員瑞隆：（19時12分）主席、各位同仁、各位全國的同胞，還有立法院外5萬個淋著雨關心臺灣未來的朋友們，大家辛苦了！臺灣立法院的亂象讓大家都很擔憂，特別是從2月1號新國會成立以來，大家期待多一點的民生、少一點的政治，希望臺灣能夠更好，但是這一段時間的發展讓大家非常的憂心，改革當然應該要進行，但是改革應該先改自己，而不是去改人民，要刮應該先刮自己的鬍子。,內文,0.0,0.0,,,,,
我本身提出來的改革法案是要求立法委員有參與秘密會議者，如果到中國去的時候，要先在內部報備，同時回來做報告，善盡保密跟監督的責任，這才是改革，這才是來監督、要求自己，而不是拿人民開刀。,內文,0.0,0.0,,,,,
但是我們遺憾地看到，這次假改革之名，事實上很多包著擴權的法案，包括待會接下來要通過的這一個條文跟周邊的條文，立法院職權行使法未來通過之後，立法院只要多數決議就可以要求人民到立法院來接受調查、來說明，你如果不來接受調查，10萬罰鍰，連續罰、罰到你來為止；如果你不願意提供資料，10萬，連續罰、罰到你提供為止；如果你不願意說明、你沉默、你不表達，10萬，連續罰、罰到你說為止。連司法都有緘默權，立法委員、立法院沒有這麼大可以侵犯到人權，要求人民一定要出來說明，這是侵犯人權的法案，絕對是違憲的法案。,內文,0.0,0.0,,,,,
所以我們呼籲國民黨、民眾黨應該懸崖勒馬，停止這些違憲的行為，更何況接下來通過之後，如果沒有阻擋下來的話，還會有刑法的藐視國會罪，未來所有的公務員，不只有政務官，只要你被立法院的多數認為你藐視國會，你就會被判三年以下有期徒刑，我講的是36萬的公務員都要面對這樣的壓力，你只要有來立法院備詢，你都會面對到這樣的壓力，這是一個什麼樣的國家？我們是威權專制的國家嗎？臺灣的民主是這樣子搞的嗎？,內文,0.0,0.0,,,,,
所以我們再次呼籲，所有的人、關心臺灣的人民都應該站出來，臺灣是人民最大，立委沒有比人民大，立委不應該限縮人民的權利義務，立委若侵犯到人權，人民可以站出來，可以制裁你，可以把你的權力沒收掉。,內文,0.0,0.0,,,,,
我們再次呼籲，所有的國人一起關心臺灣的未來、一起關心臺灣的國會，讓我們的臺灣更好！臺灣加油、民主加油！臺灣加油、民主加油！臺灣加油、民主加油！,內文,0.0,0.0,,,,,
主席：謝謝賴委員瑞隆的發言。,內文,0.0,0.0,,,,,
（反黑箱！反擴權！）,內文,0.0,0.0,,,,,
主席：報告院會，現有國民黨黨團提議停止討論。,內文,0.0,0.0,,,,,
國民黨黨團提案：,內文,0.0,0.0,,,,,
案由：,內文,0.0,0.0,,,,,
建議本條停止討論，逕付表決。是否有當？敬請公決。,內文,0.0,0.0,,,,,
提案人：中國國民黨立法院黨團　林思銘,提案連署人/內文,0.0,0.0,,,,,
主席：請問院會，有無異議？（有）有異議，我們進行表決。,內文,0.0,0.0,,,,,
報告院會，現有民進黨黨團提議採用點名表決。,內文,0.0,0.0,,,,,
民進黨黨團提案：,內文,0.0,0.0,,,,,
本次表決請採「點名表決」。,內文,0.0,0.0,,,,,
提案人：民主進步黨立法院黨團　吳思瑤,提案連署人/內文,0.0,0.0,,,,,
主席：針對是否採用點名表決，我們現在進行舉手表決，贊成民進黨黨團提議請舉手。,內文,0.0,0.0,,,,,
（進行表決）,內文,0.0,0.0,,,,,
主席：報告院會，宣布表決結果：在場委員107人，贊成49人，贊成者少數。,內文,0.0,0.0,,,,,
報告院會，現有民進黨黨團提議重付表決。,內文,0.0,0.0,,,,,
民進黨黨團提案：,內文,0.0,0.0,,,,,
本案請重付表決。,內文,0.0,0.0,,,,,
提案人：民主進步黨立法院黨團　吳思瑤,提案連署人/內文,0.0,0.0,,,,,
主席：現在進行重付表決，贊成民進黨黨團提議者請舉手。,內文,0.0,0.0,,,,,
（進行表決）,內文,0.0,0.0,,,,,
主席：報告院會，宣布重付表決結果：在場人員107位，贊成49位，贊成者少數，民進黨黨團提議不通過。,內文,0.0,0.0,,,,,
報告院會，現在針對國民黨黨團提議停止討論進行表決，贊成國民黨黨團提議請舉手。,內文,0.0,0.0,,,,,
（進行表決）,內文,0.0,0.0,,,,,
主席：報告院會，宣布表決結果：在場委員107人，贊成58人，贊成者多數。,內文,0.0,0.0,,,,,
報告院會，現有民進黨黨團提議重付表決。,內文,0.0,0.0,,,,,
民進黨黨團提案：,內文,0.0,0.0,,,,,
本案請重付表決。,內文,0.0,0.0,,,,,
提案人：民主進步黨立法院黨團　吳思瑤,提案連署人/內文,0.0,0.0,,,,,
主席：現在進行重付表決，贊成國民黨黨團提議請舉手。,內文,0.0,0.0,,,,,
（進行表決）,內文,0.0,0.0,,,,,
主席：報告院會，再次宣布表決結果：在場委員107人，贊成58人，贊成者多數，現在宣告：停止討論通過。,內文,0.0,0.0,,,,,
報告院會，現在進行處理增訂第五十九條之三，依序進行表決，如果其中有任何一案通過，即不再處理其他案。,內文,0.0,0.0,,,,,
請問院會，增訂第五十九條之三照國民黨黨團、台灣民眾黨黨團共同所提再修正動議條文通過，有無異議？（有）有異議，我們現在進行表決。,內文,0.0,0.0,,,,,
報告院會，現有民進黨黨團提議採用點名表決。,內文,0.0,0.0,,,,,
民進黨黨團提案：,內文,0.0,0.0,,,,,
本次表決請採「點名表決」。,內文,0.0,0.0,,,,,
提案人：民主進步黨立法院黨團　吳思瑤,提案連署人/內文,0.0,0.0,,,,,
主席：針對是否採用點名表決，現在進行舉手表決，贊成民進黨黨團提議請舉手。,內文,0.0,0.0,,,,,
（進行表決）,內文,0.0,0.0,,,,,
主席：報告院會，現在報告表決結果：在場107位委員，贊成49位，贊成者少數。,內文,0.0,0.0,,,,,
報告院會，現有民進黨黨團提議重付表決。,內文,0.0,0.0,,,,,
民進黨黨團提案：,內文,0.0,0.0,,,,,
本案請重付表決。,內文,0.0,0.0,,,,,
提案人：民主進步黨立法院黨團　吳思瑤,提案連署人/內文,0.0,0.0,,,,,
主席：現在進行重付表決，贊成民進黨黨團提議者請舉手。,內文,0.0,0.0,,,,,
（進行表決）,內文,0.0,0.0,,,,,
主席：報告院會，再次報告表決結果：在場委員107人，贊成49位，贊成者少數，民進黨黨團提議不通過。,內文,0.0,0.0,,,,,
報告院會，現在進行增訂第五十九條之三舉手表決，針對國民黨黨團、台灣民眾黨黨團共同所提再修正動議條文，贊成者請舉手。,內文,0.0,0.0,,,,,
（進行表決）,內文,0.0,0.0,,,,,
主席：報告院會，再次報告表決結果：在場委員107位，贊成者58位，贊成者多數。,內文,0.0,0.0,,,,,
報告院會，現有民進黨黨團提議重付表決。,內文,0.0,0.0,,,,,
民進黨黨團提案：,內文,0.0,0.0,,,,,
本案請重付表決。,內文,0.0,0.0,,,,,
提案人：民主進步黨立法院黨團　吳思瑤,提案連署人/內文,0.0,0.0,,,,,
主席：我們現在進行重付表決，贊成國、眾兩黨團條文者請舉手。,內文,0.0,0.0,,,,,
（進行表決）,內文,0.0,0.0,,,,,
主席：報告院會，再次報告表決結果：在場委員107人，贊成58人，贊成者多數。,內文,0.0,0.0,,,,,
我們現在作以下宣告：增訂第五十九條之三照國民黨黨團、台灣民眾黨黨團共同所提再修正動議條文通過。,內文,0.0,0.0,,,,,
報告院會，現在進行增訂第五十九條之四，請宣讀條文（參閱附錄）。,內文,0.0,0.0,,,,,
國民黨黨團、台灣民眾黨黨團共提再修正動議：,內文,0.0,0.0,,,,,
