text,style,space_before,space_after,col_id,row_id,cell_width,cell_height,cell_id
"黨團協商紀錄",0000000,內文,0.0,0.0,,,,,
立法院第11屆第1會期黨團協商會議紀錄,11111111111111111111,內文,5.25,15.75,,,,,
"時　　間　中華民國113年4月24日（星期三）12時6分至12時18分",111110000000000000000000000000000000,主席(多位主席),0.0,0.0,,,,,
"地　　點　本院紅樓201會議室",1111100000000000,主席(多位主席),0.0,0.0,,,,,
"主　　席　楊委員瓊瓔",11111000000,主席(多位主席),0.0,0.0,,,,,
"協商主題　國民黨黨團建請院會作成決議：本院國民黨黨團，為避免物價因電價調漲，民生痛苦指數飆升，因此反對台電公司調漲電價，建請院會作成決議：「立即停止調漲電價，並要求行政院責成相關部會即刻檢討現行能源政策並提出因應對策與配套措施，以兼顧人民生計、維持供電穩定及台電公司之正常營運。」是否有當？請公決案。",1111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,主席(多位主席),0.0,0.0,,,,,
"主席：我們還是準時開始，其他的，黨團助理你們再聯繫。",111000000000000000000000000,內文,0.0,0.0,,,,,
"好，報告：我們現在協商國民黨團提案「為避免物價因電價調漲，民生痛苦指數飆升，因此反對台電公司調漲電價，建請院會作成決議：『立即停止調漲電價，並要求行政院責成相關部會即刻檢討現行能源政策並提出因應對策與配套措施，以兼顧人民生計、維持供電穩定及台電公司之正常營運。』」本案經過113年3月29日立法院第11屆第1會期第7次院會決議：交付黨團協商，並由國民黨團負責召集協商，協商會請各黨團指派代表參加。",0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"今天出席的協商代表有經濟部曾文生政務次長、能源署吳副署長、經濟部國營會管理司林簡任技正、台電公司辛苦的王總經理及副總，謝謝。",000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"我們首先就請經濟部曾次長說明。",0000000000000000,內文,0.0,0.0,,,,,
"曾次長文生：謝謝主席，也謝謝各位委員。有關於電價停止調漲的提案，我們代表行政機關向立法院做說明。",1111110000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"首先，第一點，我們現在的電價調整機制的來源是怎麼來的？事實上是立法院在2015年1月20日決議通過電價費率計算公式的修訂，要設置電價費率審議會，主要是一年審兩次，這些基本的原則都在2015年立法院的決議通過。到2017年電業法修訂的時候，電價審議的規範入法，修法在2017年1月26日已經正式公告，同年經濟部能源局就頒布了電價審議的公式，讓電價審議能夠正式法制化。在電價審議裡面，當然考慮到的是一年檢討兩次電價，同時要考慮節能減碳、照顧民生等等原則，辦理電價審議，審議委員的組成也包含民間單位，包含工商團體、消費者代表等等，我們是依照這樣子的機制在運作。",00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"這一次有關於整個電價審議的狀況，主要的考慮情形是這樣，事實上，從2022年開始，整個國際的能源價格就開始大漲，我們照顧民生穩定物價，在依照電價公式所列舉的精神下，其實是採取緩漲的方式。台電公司在2022年開始，整個公司的購電燃料成本就已經超過6,000億元，跟之前超過3,000億元的燃料支出相比，成長了一倍。除了這個以外，為了要因應這一波的漲勢，事實上，全世界許多的國家，因為大部分國家的電力公司是民營的，他們的電價都漲得非常快，而且漲得很早，尤其是像法國、韓國，在2022年、2023年，工業電價累積調幅已經分別高達160%和87%，這是法國跟韓國。跟臺灣相比，臺灣的電價調整的速度相對來講比較和緩，這三年來，我們在住宅類的累積漲幅大概是7.1%，小店家的漲幅大概是12.2%，工業用電漲幅是44.7%，整體來講，大院比較關心的就是一般的民生跟物價相關的電費漲幅，事實上並不是平均電價加總起來的30%，只有7.1%和12.2%。這個是我們考慮國內整體的狀況，所採取的電價調整方式。",00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"主席：好，謝謝次長的說明。你訴說的都是我們現在的樣態，整個機制當然依法來做，但是我們也瞭解到整個民生的議題，因為國家是整體性的，所以在政府部門一定要支持台電公司，所以我們從行政院這邊要求也撥補1,500億、1,000億過來，目的就是要大家共體時艱。所以在這邊我要謝謝次長的說明。",11100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"接下來我們現在進行協商，在現場剛剛到的委員有洪孟楷委員、黃珊珊委員。",00000000000000000000000000000000000,內文,0.0,0.0,,,,,
"洪委員孟楷：謝謝主席今天召開這樣的一個協商，我想今天看起來民進黨團是沒有要出席。台電總經理及經濟部次長，我利用這次機會再次強調，我相信在這間會議室裡，我們每一個都很支持台電基層的工務同仁，為什麼？因為他們最辛苦，我們比誰都瞭解，但是如果錯誤的能源政策不改變的話，再累死所有基層的工務人員也無濟於事。為什麼過去十年沒有看到那麼多小動物那麼活躍？為什麼這十年小動物頻繁？再者，經濟部長剛剛在經濟委員會會議特別提到，我剛剛也質詢他，我說你一直講說現在要減碳是趨勢，但排碳大戶有哪一些？前十名裡面台電就是排碳大戶，所以我們現在要看到的是國家能源政策應該要往正確的方向，以及現在的電價調漲帶動的是整體的物價上漲，所以物價上漲、通貨膨脹其實受害的還是全民，錯誤的能源政策應該要去改變，也因此這是為什麼我們提出凍漲，也兼顧人民的生計跟維持供電的穩定。",111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"我想今天可能沒有辦法做實際的協商，所以我們把我們的立場說明清楚，我們還是再一次呼籲，台電所有員工的辛苦，我們都知道，但我們更希望執政黨應該要好好地把能源政策改變，讓國家能夠永續發展。以上，謝謝。",00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"主席：好，謝謝洪孟楷委員。",11100000000000,內文,0.0,0.0,,,,,
"現在還有鄭天財委員到了會場。謝謝。",000000000000000000,內文,0.0,0.0,,,,,
"其他委員還有沒有要發言？",0000000000000,內文,0.0,0.0,,,,,
"請黃珊珊委員。謝謝。",00000000000,內文,0.0,0.0,,,,,
