text,style,space_before,space_after,col_id,row_id,cell_width,cell_height,cell_id
　　　　　　　　　　　　　　　　　　　　　　　　　　　　　議案編號：202110006530000,內文,0.0,8.350000381469727,,,,,
立法院議案關係文書　,內文,0.0,0.0,,,,,
,內文,0.0,0.0,,,,,
"院總第20號
",院總號/內文,0.0,0.0,1,1,1,1,0
"委員
",提案號/內文,0.0,0.0,2,1,1,1,0
"提案第
",提案號/內文,0.0,0.0,3,1,1,1,0
"11000653
",提案號/內文,0.0,0.0,4,1,1,1,0
"號
",提案號/內文,0.0,0.0,5,1,1,1,0
"
",提案號/內文,0.0,0.0,6,1,1,1,0
"
",提案號/內文,0.0,0.0,7,1,1,1,0
"
",內文,0.0,0.0,2,1,1,1,0
,案由(議)/內文,0.0,0.0,,,,,
案由：本院委員楊瓊瓔等20人，有鑑於國會調查權為憲政國家國會之根本權能，且大法官會議解釋亦明揭立法調查權乃為執行立法院職權所必需之資訊獲取權，故賦予立法院完善資訊調查權，能有效輔佐立法院行使各項憲政權力。爰擬具「立法院職權行使法部分條文修正草案」，以提升立法品質、落實國會監督。是否有當？敬請公決。,案由(議)/內文,0.0,0.0,,,,,
,案由(議)/內文,0.0,0.0,,,,,
說明：,說明/內文,0.0,0.0,,,,,
一、由目前立法院運作現況觀之，各委員會開會時得邀請政府人員列席並就所詢事項說明事實或表示意見。此舉一般認為係立法委員監督其他政府部門施政的一種方式，亦係立法委員獲取其行使職權所需資訊的一種管道。惟此項委員會列席詢答機制之運作，完全仰賴立法委員以預算、法案審議等權限之行使換取列席人員之合作；一旦政治壓力有限，此等詢答難免流於形式，或者實問虛答，而無法有效達到進行詢答之目的。,說明(無函件項目符號)/內文,0.0,0.0,,,,,
二、立法院文件調閱權限之目的為協助立法委員釐清、確定與立法院職權行使相關事實之真相，法制設計上應以讓立法委員得以適時獲得必要而且充分之相關證據資料為原則，例外方以個別特定之具體正當事由限制調閱權限之行使客體。惟按立法院職權行使法第四十五條之規定，現行立法院文件調閱權所及對象竟僅限於政府機關所掌有之資料，完全不及於所有非政府部門所有資料。此項規定實過分限縮了立法院文件調閱權限所及客體範圍，背離成熟民主國家國會調查權限之建制原則。,說明(無函件項目符號)/內文,0.0,0.0,,,,,
提案人：楊瓊瓔　　,提案連署人-議程/內文,0.0,0.0,,,,,
連署人：陳雪生　　葉元之　　邱鎮軍　　賴士葆　　黃健豪　　林沛祥　　黃　仁　　陳超明　　羅廷瑋　　盧縣一　　廖偉翔　　洪孟楷　　羅智強　　張嘉郡　　蘇清泉　　王育敏　　牛煦庭　　陳玉珍　　吳宗憲　　,提案連署人-議程/內文,0.0,0.0,,,,,
,說明(內文)/內文,0.0,0.0,,,,,
,內文,0.0,0.0,,,,,
"
立法院職權行使法部分條文修正草案對照表
",內文,5.25,5.25,1,1,3,1,1
"
",內文,0.0,0.0,,,,,
"修正條文
",表格第一列(文字分散)/內文,0.0,0.0,1,2,1,1,1
"現行條文
",表格第一列(文字分散)/內文,0.0,0.0,2,2,1,1,1
"說明
",表格第一列(文字分散)/內文,0.0,0.0,3,2,1,1,1
"
",內文,0.0,0.0,2,2,1,1,1
第二十五條　質詢之答復，不得超過質詢範圍之外。,內文,0.0,0.0,1,3,1,1,1
被質詢人除為避免國防、外交明顯立即之危害或依法應秘密之事項者外，不得拒絕答復，亦不得隱匿或虛偽陳述。,內文,0.0,0.0,1,3,1,1,1
被質詢人違反第一項規定者，主席得予制止。,內文,0.0,0.0,1,3,1,1,1
"依立法院各委員會組織法第八條規定列席委員會會議人員所為答詢，準用本條規定。
",內文,0.0,0.0,1,3,1,1,1
第二十五條　質詢之答復，不得超過質詢範圍之外。,內文,0.0,0.0,2,3,1,1,1
被質詢人除為避免國防、外交明顯立即之危害或依法應秘密之事項者外，不得拒絕答復。,內文,0.0,0.0,2,3,1,1,1
"被質詢人違反第一項規定者，主席得予制止。
",內文,0.0,0.0,2,3,1,1,1
一、修正本條第二項規定，明文要求受質詢者不得隱匿或虛偽陳述，以確保質詢之答復內容屬實。,內文,0.0,0.0,3,3,1,1,1
"二、新增本條第四項之準用規定，據以確保各委員會列席人員就所詢事項據實答詢。
",內文,0.0,0.0,3,3,1,1,1
"
",內文,0.0,0.0,2,3,1,1,1
第四十五條　立法院經院會或經委員會之決議，得要求有關機關、法人、人民團體或個人就特定議案涉及事項提供參考資料。,內文,0.0,0.0,1,4,1,1,1
"院會或各委員會於必要時，得經院會或委員會之決議，向有關機關調閱前項議案涉及事項之文件原本。
",內文,0.0,0.0,1,4,1,1,1
第四十五條　立法院經院會決議，得設調閱委員會，或經委員會之決議，得設調閱專案小組，要求有關機關就特定議案涉及事項提供參考資料。,內文,0.0,0.0,2,4,1,1,1
"調閱委員會或調閱專案小組於必要時，得經院會之決議，向有關機關調閱前項議案涉及事項之文件原本。
",內文,0.0,0.0,2,4,1,1,1
