text,style,space_before,space_after,col_id,row_id,cell_width,cell_height,cell_id
立法院第11屆第1會期司法及法制委員會第11次全體委員會議紀錄,內文,5.25,15.75,,,,,
,內文,5.25,15.75,,,,,
時　　間　中華民國113年4月1日（星期一）9時2分至12時53分,主席(多位主席),0.0,0.0,,,,,
地　　點　本院紅樓302會議室,主席(多位主席),0.0,0.0,,,,,
主　　席　吳委員宗憲,主席(多位主席),0.0,0.0,,,,,
本日議程　報告事項,主席(多位主席),0.0,0.0,,,,,
宣讀上次會議議事錄。,內文,0.0,0.0,,,,,
討論事項,內文,0.0,0.0,,,,,
一、審查,內文,0.0,0.0,,,,,
(一)台灣民眾黨黨團擬具「立法院職權行使法部分條文修正草案」案。,內文,0.0,0.0,,,,,
(二)委員楊瓊瓔等20人擬具「立法院職權行使法部分條文修正草案」案。,內文,0.0,0.0,,,,,
(三)委員傅崐萁等52人擬具「立法院職權行使法部分條文修正草案」案。,內文,0.0,0.0,,,,,
(四)委員吳宗憲等16人擬具「立法院職權行使法部分條文修正草案」案。,內文,0.0,0.0,,,,,
(五)委員吳宗憲等17人擬具「立法院職權行使法第十七條條文修正草案」案。,內文,0.0,0.0,,,,,
(六)委員傅崐萁等52人擬具「立法院職權行使法部分條文修正草案」案。,內文,0.0,0.0,,,,,
(七)委員吳宗憲等17人擬具「立法院職權行使法部分條文修正草案」案。,內文,0.0,0.0,,,,,
(八)委員翁曉玲等16人擬具「立法院職權行使法第十五條、第二十九條及第四十四條條文修正草案」案。,內文,0.0,0.0,,,,,
(九)委員傅崐萁等52人擬具「立法院職權行使法第十五條之一、第十五條之二及第十五條之四條文修正草案」案。,內文,0.0,0.0,,,,,
(十)委員翁曉玲等16人擬具「立法院職權行使法第十五條之一、第十五條之二及第十五條之四條文修正草案」案。,內文,0.0,0.0,,,,,
(十一)委員吳宗憲等16人擬具「立法院職權行使法第十五條之一、第十五條之二及第十五條之四條文修正草案」案。,內文,0.0,0.0,,,,,
(十二)委員賴瑞隆等17人擬具「立法院職權行使法第十五條之二條文修正草案」案。,內文,0.0,0.0,,,,,
(十三)委員賴士葆等20人擬具「立法院職權行使法增訂部分條文草案」案。,內文,0.0,0.0,,,,,
