text,style,space_before,space_after,col_id,row_id,cell_width,cell_height,cell_id
"黨團協商紀錄",0000000,內文,0.0,0.0,,,,,
立法院第11屆第1會期黨團協商會議紀錄,11111111111111111111,內文,5.25,15.75,,,,,
"時　　間　中華民國113年4月26日（星期五）12時34分至13時3分",111110000000000000000000000000000000,主席(多位主席),0.0,0.0,,,,,
"地　　點　本院紅樓302會議室",1111100000000000,主席(多位主席),0.0,0.0,,,,,
"主　　席　黃委員國昌",11111000000,主席(多位主席),0.0,0.0,,,,,
"協商主題　台灣民眾黨黨團建請院會作成決議：本院台灣民眾黨黨團，有鑑於經濟部宣布自4月起工商民生用電將全面漲價，以阻止台電擴大虧損，惟蔡政府執政七年來，電價已調漲三次，漲幅逼近23%。4月電價即將再漲11%，將造成百物齊漲、衝擊百工百業。蔡政府「不得不」調漲之理由，實為為其錯誤能源政策要人民買單。一手伸人民口袋漲電價、轉手再向民間電廠高額購入綠電，導致台電財務黑洞持續擴大，營運效率卻備受質疑，發電、儲電、配電及電網韌性不足等問題遲遲不見改善。錯誤的政策比貪污更可怕，爰建請院會作成決議：「要求經濟部針對台灣整體能源政策、電價費率結構及台電相關各項支出及撙節措施，向本院經濟委員會提出全面檢討報告，且經本院經濟委員會審議通過前，電價全面緩漲。」是否有當？請公決案。",111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,朝野協商(次標題)/內文,0.0,0.0,,,,,
"主席：非常感謝台灣民眾黨的代表黃珊珊委員跟中國國民黨的代表洪孟楷委員現在已經到了會場，我們現在就開始。",1110000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"報告黨團協商會，我們現在協商本院台灣民眾黨黨團提案。有鑑於經濟部宣布自4月起工商民生用電將全面漲價，以阻止台電擴大虧損，但是蔡政府執政七年來，電價已經調漲3次，漲幅逼近23%。4月電價即將再漲11%，將造成萬物齊漲、衝擊百工百業。蔡政府「不得不」調漲的理由，實為為其錯誤能源政策要人民買單。一手伸進人民口袋漲電價，轉手再向民間電廠高額購入綠電，導致台電財務黑洞持續擴大，營運效率卻備受質疑，發電、儲電、配電及電網韌性不足等問題遲遲不見改善。錯誤的政策比貪污更可怕，爰建請院會作成決議：「要求經濟部針對臺灣整體能源政策、電價費率結構及台電相關各項支出及撙節措施，向本院經濟委員會提出全面檢討報告，且經本院經濟委員會審議通過前，電價全面緩漲。」",000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"本案經113年3月29日立法院第11屆第1會期第7次院會決議：交付黨團協商，並由台灣民眾黨黨團負責召集協商，協商會議請各黨團指派代表參加。",0000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"現在先請經濟部曾文生政務次長代表說明。",00000000000000000000,內文,0.0,0.0,,,,,
"曾次長文生：主席、各位委員，大家好。有關於這個議案，我想站在行政部門的立場跟黨團做說明。首先第一件事情是，現在的電價調漲基本上就是依照2015年1月20日立法院的決議在辦理，2015年1月20日的決議裡面要求行政部門針對電價要設置電價費率審議委員會，而且一年要審定2次。在2017年電業法修正的時候，也把這樣的精神直接立法，同年也頒布了相關的子法，就是公用售電業電價費率計算公式，一直持續執行到現在。在程序上面，我們是依照行政程序以及電業法相關規定在辦理；在實質面的部分，台電的電價需要調漲，主要當然是因為各國的燃料價格一直在上漲，其實全世界不只臺灣在調電價，世界主要工業國家調的幅度都比臺灣還要高，臺灣鄰近的韓國調整費率的幅度已經高達87%，跟台電相比，其實它調整的幅度相對來講是比較大的。",11111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"這3年來我們累積的調幅，如果分民生、穩定物價及產業等相關類別來看的話，民生就是住宅的電費，我們累計調了7.1%；小的店家大概調了12.2%；其他的部分是由產業來負擔的。台電當然是一個國營事業，這個國營事業除了供電以外，也肩負了一些其他的經濟責任，為了要減緩通膨這樣的政策責任，其實電價沒有隨著燃料價格足額調整，所以產生巨額的虧損，如果電價沒有辦法逐次、比較和緩的調整，這個虧損就會繼續擴大。我們是為了電業能夠永續經營，而且在程序上面，事實上，我們也是依照大院在2015年的決議以及電業法第四十九條來辦理，尊重電價委員會的審議，希望委員能夠支持，讓這次電價能夠循著既有的機制調整。以上，謝謝。",00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"主席：非常感謝機關代表經濟部曾文生次長所做的說明。接下來各位出席協商的代表，有沒有什麼補充意見？現在先請台灣民眾黨黃珊珊委員。",1110000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"黃委員珊珊：謝謝主席，我想也謝謝次長的說明，但是這一次的調升，對社會各界還有民生議題來說，其實造成了很多、很多人的困擾，因為主要還是看到台電連續的擴大虧損。電價的調漲當然可能跟國際的狀況有關，但是也跟臺灣的能源政策配置有關，主要還是希望在這個提案裡面不單單只是針對調漲、不調漲來討論。現在的問題是我們的能源政策造成電價在人民口袋裡面漲，但是又向民間的電廠高價購入綠電，一般民眾會有非常強烈所謂的相對剝奪感。另外，台電的財務黑洞擴大，造成大家覺得營運績效如果是受燃料影響，還有沒有其他的東西要跟國人說明？此外，未來發電、儲電、配電，還有電網韌性不足的這些問題才是我們關心、未來能源政策必須要討論的。民眾黨的提案裡面很清楚的是，不單單只是討論漲不漲，而是希望經濟部要針對臺灣整體的能源政策，也就是將來的能源配比或者是現在要討論所謂核能的問題或光電的問題，這些都必須要整體向立法院來做個檢討報告。",111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
