text,style,space_before,space_after,col_id,row_id,cell_width,cell_height,cell_id
立法院第11屆第1會期黨團協商會議紀錄,11111111111111111111,內文,5.25,15.75,,,,,
"時　　間　中華民國113年2月22日（星期四）16時5分至16時58分",111110000000000000000000000000000000,主席(多位主席),0.0,0.0,,,,,
"地　　點　本院紅樓302會議室",1111100000000000,主席(多位主席),0.0,0.0,,,,,
"主　　席　韓院長國瑜",11111000000,主席(多位主席),0.0,0.0,,,,,
"協商主題　研商「邀請行政院院長率同相關部會首長就『民進黨政府執政八年台灣食安問題總檢討』進行專案報告」相關事宜（民進黨黨團、國民黨黨團、台灣民眾黨黨團分別提議）。",1111100000000000000000000000000000000000000000000000000000000000000000000000000000,朝野協商(次標題)/內文,0.0,0.0,,,,,
"主席：各位黨團幹部、各位工作夥伴、秘書、助理。很抱歉，因為今天外交部安排美國的貴賓，時間上delay了一下，站在接待方，我們當然要全力來配合，時間稍微拖了一點，非常抱歉，先跟大家抱歉一下。",11100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"今天我們協商的主題，就是各黨團分別提有關食安專案報告相關事宜。時程如何安排，再請各黨團來交換意見。請問哪個黨團先發言？請。",00000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"柯委員建銘：院長，今天下午一點多的時候我們黨團有發另外一個函，可能還在議事處，他來不及送給你。你聽我講一下，我下午一點多有發一個函，對於今天議程我們增加一個，我知道議事處還來不及簽給你的辦公室，等下請議事處發給大家。這個函很簡單，就是那天我們發現立法院現在開會都用麥克風，我想大家都覺得不妥，那天我們在院長室，大家都討論過。所以有關於立法院議場安全維護及管理要點第七點，委員不得攜帶麥克風、旗杆、棍棒、噴漆、蛋類、汽油、刀械、武器、爆裂物等進入議場，我希望這個我們大家來落實。",11111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"過去我們都很清楚，在前瞻基礎建設的時候，黃國昌委員也在，那時候議場麥克風都無法開會。有關318前夕也是一樣，議場都站滿了人、擠滿了人，然後都用麥克風，所以就造成了張慶忠蹲下去就直接喊「送院會」嘛！這些我們都很清楚。那你過去在當立委的時候，當初我們同事的時候，也發生用大哥大在丟人，後來也發生過用手舉牌上的木棍打人，所以一概被禁止，只剩下牌子而已。對，還有羅福助用報夾去打李慶安等等。在上一屆的時候蘇貞昌院長要上台，第12次才上台，國民黨用內臟去丟，所以那時2020年12月的時候，我們向立法院秘書長抗議，立法院秘書長就發函說不可以用動物臟器。所以我希望我們今天對於這個立法院議場安全維護及管理要點上大家來落實，列為第二案，好不好？",0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"主席：非常謝謝柯總召。請問一下哪位黨團要繼續發言？我們先針對第一案食安專案報告相關事宜。",111000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
