text,style,space_before,space_after,col_id,row_id,cell_width,cell_height,cell_id
"　　　　　　　　　　　　　　　　　　　　　　　　　　　　　議案編號：202110028130000",00000000000000000000000000000000000000000000000000,內文,0.0,8.350000381469727,,,,,
"立法院議案關係文書　 eq \o\ad(\s\up5(（中華民國41年9月起編號）),\s\do5(中華民國113年4月3日印發))",00000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"",0,內文,0.0,0.0,,,,,
院總第20號,000000,院總號/內文,0.0,0.0,1,1,1,1,0
委員,00,提案號/內文,0.0,0.0,2,1,1,1,0
提案第,000,提案號/內文,0.0,0.0,3,1,1,1,0
11002813,00000000,提案號/內文,0.0,0.0,4,1,1,1,0
號,0,提案號/內文,0.0,0.0,5,1,1,1,0
,,提案號/內文,0.0,0.0,6,1,1,1,0
,,提案號/內文,0.0,0.0,7,1,1,1,0
,,內文,0.0,0.0,2,1,1,1,0
"",0,案由(議)/內文,0.0,0.0,,,,,
"案由：本院民進黨黨團，為推動國會改革：一、保障立法委員質詢權。二、強化立法院人事同意權。三、建構立法院調查及文件調閱制度。四、完備黨團協商規範。爰擬具「立法院職權行使法部分條文修正草案」。是否有當？敬請公決。",000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,案由(議)/內文,0.0,0.0,,,,,
"",0,案由(議)/內文,0.0,0.0,,,,,
"",0,內文,0.0,0.0,,,,,
"提案人：民主進步黨立法院黨團",000000000000000,特殊項目符號/內文,0.0,0.0,,,,,
"柯建銘　吳思瑤　莊瑞雄",000000000000,特殊項目符號/內文,0.0,0.0,,,,,
,0,審查報告(標題)/內文,0.0,8.350000381469727,,,,,
"立法院職權行使法部分條文修正草案總說明",00000000000000000000,審查報告(標題)/內文,0.0,8.350000381469727,,,,,
"一、立法委員質詢權保障：立法委員向行政院院長及行政院各部會首長質詢，為憲法第五十七條第一項所定我國立法權之核心職權。為保障立法委員質詢權，且為使立法院議事運作法制化，爰明定立法委員質詢順序及時間不因其他立法委員未到場或提早質詢結束而有不同，以杜爭議（第二十一條）。",0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,審查報告(項目符號)/內文,0.0,0.0,,,,,
