text,style,space_before,space_after,col_id,row_id,cell_width,cell_height,cell_id
立法院第11屆第1會期黨團協商會議紀錄,11111111111111111111,內文,5.25,15.75,,,,,
"時　　間　中華民國113年2月20日（星期二）16時30分至16時54分",1111100000000000000000000000000000000,主席(多位主席),0.0,0.0,,,,,
"地　　點　本院紅樓302會議室",1111100000000000,主席(多位主席),0.0,0.0,,,,,
"主　　席　黃委員國昌",11111000000,主席(多位主席),0.0,0.0,,,,,
"協商主題　台灣民眾黨黨團建請院會作成決議：「鑑於本院歷屆各會期開議時均曾邀請行政院院長針對重大議題進行專案報告，並備質詢，已為議事成例；爰依議事先例建請113年2月21日（星期三）加開院會，邀請行政院院長率同相關部會首長就『民進黨政府執政八年所造成台灣食安問題總檢討』進行專案報告並備質詢，質詢人數由國民黨黨團推派7人、民進黨黨團推派7人、台灣民眾黨黨團推派1人進行，每位委員詢答時間15分鐘；質詢順序依例授權議事處辦理。名單請於2月20日（星期二）下午5時前送交議事處彙整，逾時視同放棄。」是否有當？請公決案。",11111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,朝野協商(次標題)/內文,0.0,0.0,,,,,
"主席：因為4點半了，我想我們就開始。今天會召集這一個黨團協商最主要是因為台灣民眾黨黨團今天早上在院會的時候，我們提議因為食安的問題，全體國人都非常關切，中國國民黨黨團也曾提出過希望行政院院長來進行食安的專案報告，所以我們今天早上在院會的時候就提議在2月21號，也就是禮拜三的時候來加開院會，邀請行政院院長率同相關部會首長就「民進黨政府執政八年所造成台灣食安問題總檢討」進行專案報告並備質詢，質詢人數由國民黨推派7位，民進黨黨團推派7位，台灣民眾黨團推派1位進行。每一位委員詢答時間是15分鐘；質詢次序依例授權議事處來辦理。",1110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"因為今天提出這樣子的議案時，也承蒙中國國民黨黨團的支持，大家都對食安的問題非常關切。行政院院長他在接受媒體訪問的時候也一再表示說他準備好了，都可以來立法院進行報告。我今天早上在做提案說明時，也再次表達了我們台灣民眾黨的初衷、我們的善意，也希望新的國會能夠有新的氣象，大家一起通過這一個提案，讓行政院院長陳建仁率相關的部會首長明天可以來院會針對食安進行一個專案報告，也讓所有黨團的成員代表有機會來進行質詢。不過因為今天早上這樣子的議案，民主進步黨它拉了協商，我們本來希望是不是函請我們立法院的大家長韓國瑜韓院長一起來召集協商，所以我們黨團在今天早上做了這樣的裁示以後，馬上就發文給我們的立法院韓國瑜韓院長，不過院長現在應該也在忙，正在主持院會當中，因此立法院議事處就來了一個函，這個函是說依照院長上午的宣告，他說由我們來負責召集協商。而接到了立法院議事處這個函，我們也不敢怠慢，所以黨團同仁再把這個事情跟我們黨團成員進行說明以後，我們黨團成員就特別拜託我們黨團同仁能儘速去擬這一個協商通知，邀請各個黨團共同來參與。",0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"今天非常感謝除了我們自己台灣民眾黨黨團書記長吳春城到現場以外，也非常感謝中國國民黨的書記長，非常感謝中國國民黨的洪孟楷洪書記長也來參與這次的協商。不過到目前為止我們還沒有看到民主進步黨黨團的代表，我是不是可以先請我們黨團同仁跟民主進步黨黨團聯絡一下，確認一下他們是不是有意願要來參與這樣子的協商，畢竟今天早上在院會的時候，有意見的也是他們，是不是他們有要來參與這一個協商？我請我們的黨團同仁現在跟民進黨的代表去做一個聯繫，確認一下他們是不是會派人來參加。",000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"在此之前我不曉得洪孟楷委員是不是要先說幾句話？",000000000000000000000000,內文,0.0,0.0,,,,,
"洪委員孟楷：感謝今天的主席，台灣民眾黨的黃國昌總召，今天特別馬上劍及履及，因為今天上午差不多10點半左右交付協商，今天下午4點半馬上就召開這樣的協商。其實我們當然是要要求食安總報告，這個議題就是中國國民黨黨團率先提出，邀請行政院院長率同相關部會首長就民進黨政府執政8年所造成臺灣食安問題總檢討的專案報告，但是非常可惜沒有辦法在今天就能夠進行，不過我們從昨天到今天都持續地請求韓國瑜院長召開朝野協商，針對後續事宜，所以其實是雙軌並行。",1111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"不管是院長所召開的朝野協商針對再一次訂定民進黨政府的食安報告，或是由民眾黨黨團所提出來加開院會的食安報告，其實我們自始至終就如同昨天在朝野協商公開直播裡面都講得非常清楚，我們都準備好了，隨時要求行政部門能夠好好地來質詢，把國人所疑慮的問題質詢完，問清楚、問明白，我們也更希望行政部門好好地告訴國人。如同剛剛我在總質詢的時候，其實也非常遺憾，為什麼？因為如果今天可以有專案報告的話，我們有15分鐘完整的時間能夠好好跟行政院陳建仁院長來詢答，但是沒有辦法，也因此剛剛占用到我一個會期一次的30分鐘總質詢時間，我用了差不多5分鐘的時間跟陳建仁院長質詢，但他還是沒有辦法好好說清楚。我提到地方公務人員、基層公務人員沒有帶任何的政黨色彩依法行政，依食安法行政，驗出真的有瘦肉精的狀況之後，公告到底何錯之有？為什麼第一時間會遭受中央衛福部次長王必勝所說急著公布？難道是暗示地方公務人員都不要公布嗎？地方公務人員可以選擇性辦案嗎？地方公務人員可以隱藏案情嗎？再者，真的公布之後，中央去做查驗也確實驗出瘦肉精，但陳建仁院長剛剛只是不斷地跳針講同一塊、同一塊。",0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"我們要問中央有沒有其他的規範？除了食安法以外，有驗出來應該依法要公告，但是中央有沒有說驗一塊不公告，兩塊不公告，三塊還是幾塊以上才要公告？沒有！但感覺陳建仁院長就是持續鎖定在一個相對來講，對於現在政府維穩的狀況，最平和的一個講法。所以感謝民眾黨團、國民黨團，我想在野的力量就是讓國人站在2,350萬人主流民意的立場，我們共同努力，讓政府一次又一次聽到人民的聲音，食品安全不分藍綠白，食品安全不分朝野，食品安全是我們共同面對，所以無論什麼時候進行食安報告，我們都同意越快越好，這是我們的最高原則，以上，謝謝。",00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"主席：非常感謝洪孟楷委員，的確沒有錯，希望能夠提出食安專報的確是中國國民黨團為了全體國人健康的考慮率先提出的，也正是因為這個樣子，台灣民眾黨團一直都是支持的，我接下來是不是也請台灣民眾黨團代表吳春城書記長來跟大家……",1110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"吳委員春城：幹事長。",11111100000,內文,0.0,0.0,,,,,
"主席：對不起！對不起！是主席不好，主席特別跟吳春城幹事長說聲抱歉。",1110000000000000000000000000000000,內文,0.0,0.0,,,,,
"吳委員春城：你太累了！我們現在等待民進黨回應的時間，我還是表達一下，因為注重食安問題應該是全民共識，看起來一直在阻礙這個事情的就是民進黨，從昨天的協商要促成這件事情，國民黨提出來，其實民眾黨非常樂觀其成也支持，甚至我們覺得應該要把它說清楚、講明白，議事當中，特別是在剛開議的時候來加開一天的院會，把事情做得更好、更詳細，其實都是非常認真地面對。但是這樣子的一個……可以看得出民進黨都用技術性的干擾而破局，包括昨天的協商失敗，今天到院會裡面，也是可以看得出就是把民眾黨的提案再提出交付政黨協商，等冷凍期，現在變成今天在這裡由民眾黨來召開這個協商，然後民進黨代表依然到現在還沒有出現，這樣子進行干擾，到底食安要不要面對啊？誰在阻擋這樣的食安報告啊？這個不是看起來非常地清楚嗎？所以也希望國民黨……也看出來國民黨跟民眾黨在這個立場上是一致的，我們希望政府要對食安問題來對全民做一個詳細的交代，這是我們的主張。",111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"主席：非常感謝台灣民眾黨幹事長吳春城吳幹事長的意見，我不曉得我們黨團的同仁是不是有跟民主進步部黨黨團聯繫上？他們整個黨團都沒有人嗎？那我是不是可以……不好意思喔！孟楷兄，我是不是可以徵得你們的同意，我們再等5分鐘好不好？",111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"洪委員孟楷：沒有問題。",111111000000,內文,0.0,0.0,,,,,
"主席：好，謝謝。",111000000,內文,0.0,0.0,,,,,
"春城兄可以嗎？",00000000,內文,0.0,0.0,,,,,
"吳委員春城：可以。",1111110000,內文,0.0,0.0,,,,,
"主席：好，謝謝。我開麥克風好了啦！之前其實在運作上面也有一個慣例就是說如果有黨團的代表沒有來的話，其他到的如果有一些初步意見，那我們可以在紀錄上面做一些意見的表達，先不要講結論，因為民進黨還沒參與，所以不會有所謂結論的問題。我剛剛下去也跟孟楷兄還有春城兄兩位做過報告，也溝通了，我們基本上希望能獲致的初步結論就是按照我們今天早上跟院會所提出的提議事項，也就是建請明天加開院會，邀請行政院院長率同相關部會首長列席，提出有關民進黨政府執政8年所造成臺灣食安問題總檢討專案報告並備質詢，質詢的人數由中國國民黨推派7人、民進黨黨團推派7人、台灣民眾黨黨團推派1人，每位委員詢答的時間15分鐘，質詢的順序依例授權議事處辦理。基本上我們提出的內容就如同我們今天上午交付院會的時候決議的事項，也很感謝剛剛春城兄跟孟楷兄兩位到場的黨團代表對於這樣一個初步的共識都表示同意。",1110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"因為我剛剛也有請教一下我們黨團的同仁，那我們黨團同仁聯絡民進黨黨團，他們有同仁回復嗎？他們回復的內容是什麼？可不可以跟大家說明一下？他們回復的內容說我們發通知的時候，他們人都已經不在院區了，所以三長都不在？好，沒有關係！我想如果徵得兩位的同意的話，我們是不是就剛剛這個初步共識的書面，我也請黨團的同仁送交民主進步黨的黨團，請他們參酌，也希望他們能念在不管是國人對這個問題的重視，或是行政院院長今天早上面對媒體的時候公開說他準備好了，他隨時很樂意來報告，能夠同意大家現在這樣的一個初步共識，如果民進黨黨團也能同意的話，我們就可以達成所謂結論的共識，是不是再請孟楷兄？",0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"洪委員孟楷：抱歉！感謝國昌主席。我剛剛為什麼會提到這個問題就是說如果今天民進黨團沒有派代表來的話，這樣要怎麼進行？其實我是以委員會的協商來做例子，譬如像我們每個委員會有出委員會的條文，當然就直接到院會做二、三讀，但如果有出委員會，可是沒有結論，那就是要協商。協商通常會變兩個，一個是由委員會的召委再擇期召開協商，假設委員會的召委擇期召開協商還是沒有共識，那一樣會有一個紀錄，之後就會送到院長，請院長再召開黨團之間的協商，這是這樣的一個處理，如果院長召開有共識的話，就會送院會二、三讀，如果沒有的話，當然就打回來。",11111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"我現在在想今天這個案子是提請民眾黨團這邊召開協商，今天因為民進黨沒有出席，他們連簽到也沒有，那就等於這個協商會連開都沒辦法開成，既然沒辦法開成的話，那是持續在這邊做pending呢？還是就變成民眾黨團可能已經開了，但是沒辦法開成，那再給院長室請院長再召開，等於是更高位階再召開黨團之間協商。剛好因為我們國民黨團也有再持續地要求，我剛剛一開始就開宗明義講說雙軌並行，我們有持續要求針對2月19號請院長召開食安專報的協商，其實那一次雖然休息時間沒有辦法達成共識，但那個協商還是持續進行中，也因此我們也希望院長能夠在明天或後天趕快來確定院長的時間，也可以請求院長再召開我們的協商。",000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"所以我剛剛負責任地也簽名了，因為我覺得只要能夠越快越好地請民進黨政府，尤其是行政院院長率相關部會首長來做食品安全專案報告，講清楚，我們好好認認真真地質詢，把所有國人的問題點出來，讓官員在備詢台上留下有文字紀錄的回答，如果有任何錯誤的地方，抱歉！這是有刑責的，尤其是我們在這個會期一定會加強國會相關的一個重視的權限。好，所以我還是強調今天的運作因為我不知道有沒有議事人員可以來說明，不過沒關係，即便沒有，我想近期內院長應該禮拜三或禮拜四，等院長辦公室通知，我們黨團還會再做協商，我們的立場很一致，就是國民黨團希望儘速召開協商，越快越好，能夠加開食品安全專報的院會，以上，謝謝。",000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
