text,style,space_before,space_after,col_id,row_id,cell_width,cell_height,cell_id
議事錄,內文,0.0,10.800000190734863,,,,,
立法院第11屆第1會期第13次會議議事錄,內文,0.0,10.800000190734863,,,,,
時　　間　中華民國113年5月10日（星期五）上午9時至9時31分、10時至12時34分,議事時間/內文,0.0,0.0,,,,,
5月14日（星期二）上午9時至11時27分,議事時間/內文,0.0,0.0,,,,,
地　　點　本院議場,內文,0.0,0.0,,,,,
出席委員　黃國昌　　陳昭姿　　麥玉珍　　吳春城　　林思銘　　林岱樺　　林沛祥　　黃建賓　　李昆澤　　丁學忠　　羅智強　　鄭天財Sra Kacaw　　　楊瓊瓔　　陳菁徽　　林月琴　　許宇甄　　王正旭　　張嘉郡　　陳冠廷　　陳培瑜　　李坤城　　陳秀寳　　賴瑞隆　　沈伯洋　　廖偉翔　　許智傑　　黃秀芳　　羅美玲　　涂權吉　　沈發惠　　王美惠　　盧縣一　　蔡易餘　　林國成　　賴士葆　　吳琪銘　　郭昱晴　　徐巧芯　　王育敏　　吳宗憲　　呂玉玲　　洪孟楷　　張智倫　　謝龍介　　柯志恩　　王定宇　　王鴻薇　　邱若華　　萬美玲　　林俊憲　　黃　捷　　黃健豪　　謝衣鳯　　牛煦庭　　郭國文　　張宏陸　　羅明才　　伍麗華Saidhai Tahovecahe　　　　陳素月　　徐富癸　　王世堅　　陳俊宇　　吳秉叡　　馬文君　　游　顥　　張雅琳　　何欣純　　李柏毅　　徐欣瑩　　李彥秀　　吳沛憶　　林楚茵　　莊瑞雄　　蘇巧慧　　陳永康　　范　雲　　陳　瑩　　蘇清泉　　黃　仁　　林淑芬　　陳亭妃　　洪申翰　　鍾佳濱　　韓國瑜　　柯建銘　　邱議瑩　　葛如鈞　　邱鎮軍　　顏寬恒　　林德福　　賴惠員　　陳玉珍　　陳雪生　　林倩綺　　傅崐萁　　翁曉玲　　吳思瑤　　葉元之　　蔡其昌　　廖先翔　　林宜瑾　　高金素梅　鄭正鈐　　羅廷瑋　　楊　曜　　劉建國　　邱志偉　　林憶君　　陳超明　　張啓楷　　魯明哲　　江啟臣　　黃珊珊　　,出席委員/內文,0.0,0.0,,,,,
委員出席　113人,內文,0.0,0.0,,,,,
,內文,0.0,0.0,,,,,
"
主　　席
",內文,0.0,0.0,1,1,1,1,0
"院長
",內文,0.0,0.0,2,1,1,1,0
"韓國瑜
",內文,0.0,0.0,3,1,1,1,0
"
",內文,0.0,0.0,2,1,1,1,0
"列　　席
",內文,0.0,0.0,1,2,1,1,0
"秘書長
",內文,0.0,0.0,2,2,1,1,0
"周萬來
",內文,0.0,0.0,3,2,1,1,0
"
",內文,0.0,0.0,2,2,1,1,0
"記　　錄
",內文,0.0,0.0,1,3,1,1,0
"議事處處長
",內文,0.0,0.0,2,3,1,1,0
"高百祥
",內文,0.0,0.0,3,3,1,1,0
"
",內文,0.0,0.0,2,3,1,1,0
"
",內文,0.0,0.0,1,4,1,1,0
"編審
",內文,0.0,0.0,2,4,1,1,0
"吳秀玲
",內文,0.0,0.0,3,4,1,1,0
"
",內文,0.0,0.0,2,4,1,1,0
"
",內文,0.0,0.0,1,5,1,1,0
"科長
",內文,0.0,0.0,2,5,1,1,0
"黃建福
",內文,0.0,0.0,3,5,1,1,0
"
",內文,0.0,0.0,2,5,1,1,0
"
",內文,0.0,0.0,1,6,1,1,0
"公報處處長
",內文,0.0,0.0,2,6,1,1,0
"秦劍雲
",內文,0.0,0.0,3,6,1,1,0
"
",內文,0.0,0.0,2,6,1,1,0
報告事項,事項標題/內文,0.0,0.0,,,,,
一、宣讀本院第11屆第1會期第12次會議議事錄。,內文,0.0,0.0,,,,,
決定：確定。,內文,0.0,0.0,,,,,
二、本院委員黃健豪等21人擬具「財政收支劃分法第八條及第十二條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交財政委員會審查。,內文,0.0,0.0,,,,,
三、本院委員黃健豪等18人擬具「勞動基準法部分條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交社會福利及衛生環境委員會審查。,內文,0.0,0.0,,,,,
四、本院委員王鴻薇等24人擬具「社會秩序維護法第六十四條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交內政委員會審查。,內文,0.0,0.0,,,,,
五、本院委員王鴻薇等29人擬具「警察人員人事條例第三十五條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交司法及法制、內政兩委員會審查。,內文,0.0,0.0,,,,,
六、本院委員王鴻薇等25人擬具「公務人員退休資遣撫卹法第三十七條及第六十七條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交司法及法制委員會審查。,內文,0.0,0.0,,,,,
七、本院委員王育敏等17人擬具「學校供餐法草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交教育及文化委員會審查。,內文,0.0,0.0,,,,,
八、本院委員王育敏等16人擬具「公寓大廈管理條例第十六條及第二十三條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交內政委員會審查。,內文,0.0,0.0,,,,,
九、本院委員王育敏等20人擬具「勞工保險條例第六十六條及第六十九條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交社會福利及衛生環境委員會審查。,內文,0.0,0.0,,,,,
十、本院委員王育敏等23人擬具「就業保險法第十條、第十一條及第十九條之三條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交社會福利及衛生環境委員會審查。,內文,0.0,0.0,,,,,
十一、本院委員王育敏等26人擬具「性別平等工作法第二條、第十六條之一及第二十一條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交社會福利及衛生環境委員會審查。,內文,0.0,0.0,,,,,
十二、本院委員蔡易餘等17人擬具「兒童及少年性剝削防制條例部分條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：逕付二讀，與相關提案併案協商。,內文,0.0,0.0,,,,,
十三、本院委員蔡易餘等16人擬具「國土計畫法第四十五條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交內政委員會審查。,內文,0.0,0.0,,,,,
十四、本院委員何欣純等18人擬具「補習及進修教育法增訂第九條之一條文草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交教育及文化委員會審查。,內文,0.0,0.0,,,,,
十五、本院委員邱鎮軍等19人擬具「財政收支劃分法第八條、第十二條及第十六條之一條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交財政委員會審查。,內文,0.0,0.0,,,,,
十六、本院委員邱鎮軍等22人擬具「地方民意代表費用支給及村里長事務補助費補助條例第六條條文及第五條附表修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：逕付二讀，並由國民黨黨團負責召集協商。,內文,0.0,0.0,,,,,
十七、本院委員徐欣瑩等16人擬具「總統副總統選舉罷免法第一百十六條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交內政委員會審查。,內文,0.0,0.0,,,,,
十八、本院委員葉元之等20人擬具「公立學校教職員退休資遣撫卹條例第六十七條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交司法及法制、教育及文化兩委員會審查。,內文,0.0,0.0,,,,,
十九、本院委員張嘉郡等16人擬具「野生動物保育法第十五條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交經濟委員會審查。,內文,0.0,0.0,,,,,
二十、本院委員林月琴等18人擬具「再生醫療法草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交社會福利及衛生環境委員會審查。,內文,0.0,0.0,,,,,
二十一、本院委員林月琴等17人擬具「再生醫療製劑條例草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交社會福利及衛生環境委員會審查。,內文,0.0,0.0,,,,,
二十二、本院委員蘇巧慧等23人擬具「地方民意代表費用支給及村里長事務補助費補助條例第六條、第七條及第十條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交內政委員會審查。,內文,0.0,0.0,,,,,
二十三、本院委員李彥秀等25人擬具「地方民意代表費用支給及村里長事務補助費補助條例第七條及第九條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交內政委員會審查。,內文,0.0,0.0,,,,,
二十四、本院委員李彥秀等17人擬具「性別平等工作法第十五條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交社會福利及衛生環境委員會審查。,內文,0.0,0.0,,,,,
二十五、本院委員林沛祥等20人擬具「都市計畫法第八十五條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交內政委員會審查。,內文,0.0,0.0,,,,,
二十六、本院委員陳超明等20人擬具「國土計畫法第四十五條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交內政委員會審查。,內文,0.0,0.0,,,,,
