text,style,space_before,space_after,col_id,row_id,cell_width,cell_height,cell_id
　　　　　　　　　　　　　　　　　　　　　　　　　　　　　議案編號：202110033840000,內文,0.0,8.350000381469727,,,,,
立法院議案關係文書　,內文,0.0,0.0,,,,,
,內文,0.0,0.0,,,,,
"院總第20號
",院總號/內文,0.0,0.0,1,1,1,1,0
"委員
",提案號/內文,0.0,0.0,2,1,1,1,0
"提案第
",提案號/內文,0.0,0.0,3,1,1,1,0
"11003384
",提案號/內文,0.0,0.0,4,1,1,1,0
"號
",提案號/內文,0.0,0.0,5,1,1,1,0
"
",提案號/內文,0.0,0.0,6,1,1,1,0
"
",提案號/內文,0.0,0.0,7,1,1,1,0
"
",內文,0.0,0.0,2,1,1,1,0
,案由(議)/內文,0.0,0.0,,,,,
案由：本院委員羅智強、蘇清泉、翁曉玲、林沛祥、游顥、羅廷瑋等31人，鑑於現代社會與新媒體時代資訊流通龐大且迅速，為因應民意需求與政策議題處理，政府資料提供與解釋應迅速、即時。然現行法令要求行政部門應於二十日內回復質詢立法委員之規定，係於民國八十八年所制定，考量目前政府資訊電子化程度日新月異，有別於過往文書往返與資料整理之耗時甚鉅，以臺北市為例，質詢答覆即以七日為期，故現行之質詢答復時程顯然緩不濟急。爰擬具「立法院職權行使法第二十二條、第二十三條及第二十八條條文修正草案」。是否有當？敬請公決。,案由(議)/內文,0.0,0.0,,,,,
,案由(議)/內文,0.0,0.0,,,,,
,內文,0.0,0.0,,,,,
提案人：羅智強　　蘇清泉　　翁曉玲　　林沛祥　　游　顥　　羅廷瑋　　,提案連署人-議程/內文,0.0,0.0,,,,,
連署人：廖偉翔　　王育敏　　葛如鈞　　林倩綺　　賴士葆　　王鴻薇　　馬文君　　廖先翔　　魯明哲　　牛煦庭　　許宇甄　　游　顥　　黃健豪　　鄭天財Sra Kacaw　　　洪孟楷　　林國成　　邱鎮軍　　謝龍介　　吳春城　　牛煦庭　　張智倫　　柯志恩　　林德福　　高金素梅　楊瓊瓔　　　　,提案連署人-議程/內文,0.0,0.0,,,,,
,內文,0.0,0.0,,,,,
,內文,0.0,0.0,,,,,
,內文,0.0,0.0,,,,,
"
立法院職權行使法第二十二條、第二十三條及第二十八條條文修正草案對照表
",內文,5.25,5.25,1,1,3,1,1
"
",內文,0.0,0.0,,,,,
"修正條文
",表格第一列(文字分散)/內文,0.0,0.0,1,2,1,1,1
